Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Brock,William,Emerson,III,,11/23/1930,,M,U.S. Senator,Republican,TN,,01/21/1971,01/03/1977,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Navy,,
Brooke,Edward,William,III,,10/26/1919,01/03/2015,M,U.S. Senator,Republican,MA,,01/10/1967,01/03/1979,Episcopalian,African American,Professional degree,Public service/politics,,,,,Army,,
Brooks,Jack,B.,,,12/18/1922,12/04/2012,M,U.S. Representative,Democrat,TX,9,01/10/1967,01/03/1995,Methodist,White,Professional degree,Law,,,,,Marine Corps,Reserve,
Broomfield,William,S.,,,04/28/1922,,M,U.S. Representative,Republican,MI,19,01/03/1973,01/02/1983,Presbyterian,White,Bachelor's degree,Business or banking,Real Estate,,,,Army Air Corps,,
Brotzman,Donald,Glenn,,,06/28/1922,09/15/2004,M,U.S. Representative,Republican,CO,2,01/09/1963,01/03/1975,Methodist,White,Professional degree,Law,,,,,Army,,
Brown,Clarence,J.,Jr.,,06/18/1927,,M,U.S. Representative,Republican,OH,7,01/10/1966,01/03/1983,Presbyterian,White,Master's degree,Agriculture,Business or banking,,,,Navy,,
Brown,Garry,Eldridge,,,08/12/1923,08/15/1998,M,U.S. Representative,Republican,MI,3,01/10/1967,01/03/1979,Presbyterian,White,Professional degree,Law,,,,,Army,,
Brown,George,Edward,Jr.,,03/06/1920,07/15/1999,M,U.S. Representative,Democrat,CA,38,01/03/1973,01/03/1975,Methodist,White,Bachelor's degree,Medicine,Misc.,,,,Army,,
Broyhill,James,Thomas,,,08/19/1927,,M,U.S. Representative,Republican,NC,10,01/03/1969,07/14/1986,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Broyhill,Joel,Thomas,,,11/04/1919,09/24/2006,M,U.S. Representative,Republican,VA,10,01/03/1953,01/03/1975,Lutheran,White,High School graduate,Business or banking,Real Estate,,,,Army,,
Buchanan,John,Hall,Jr.,,03/19/1928,,M,U.S. Representative,Republican,AL,6,01/04/1965,01/03/1981,Baptist,White,Bachelor's degree,Clergy,,,,,Navy,,
Buckley,James,Lane,,,03/09/1923,,M,U.S. Senator,Conservative,NY,,01/21/1971,01/03/1977,Roman Catholic,White,Professional degree,Business or banking,,,,,Navy,,
Burdick,Quentin,Northrop,,,06/19/1908,09/08/1992,M,U.S. Senator,Democrat,ND,,08/08/1960,01/03/1997,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Burgener,Clair,Walter,,,12/05/1921,09/09/2006,M,U.S. Representative,Republican,CA,42,01/03/1973,01/03/1975,Mormon,White,Bachelor's degree,Public service/politics,,,,,Army,,
Burke,J.,Herbert,,,01/14/1913,06/16/1993,M,U.S. Representative,Republican,FL,12,01/03/1973,01/03/1979,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Burke,James,Anthony,,,03/30/1910,10/13/1983,M,U.S. Representative,Democrat,MA,11,01/09/1963,01/03/1979,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Army,,
Burke,Yvonne,Brathwaite,,,10/05/1932,,F,U.S. Representative,Democrat,CA,37,01/03/1973,01/13/1975,Not specified,African American,Professional degree,Law,Public service/politics,,,,Did not serve,,
Burleson,Omar,Truman,,,03/19/1906,05/14/1991,M,U.S. Representative,Democrat,TX,17,01/03/1947,01/03/1979,Church of Christ,White,Professional degree,Congressional Aide,Law,Law Enforcement,,,Navy,,
Burlison,Bill,Dean,,,03/15/1931,,M,U.S. Representative,Democrat,MO,10,01/03/1969,01/03/1981,Baptist,White,Professional degree,Education,Law,,,,Did not serve,,
Burton,John,Lowell,,,12/15/1932,,M,U.S. Representative,Democrat,CA,6,06/04/1974,01/03/1975,Roman Catholic,White,Professional degree,Misc.,Public service/politics,,,,Army,,
Burton,Phillip,,,,06/01/1926,04/10/1983,M,U.S. Representative,Democrat,CA,5,02/18/1964,01/03/1975,Presbyterian,White,Professional degree,Law,,,,,Air Force,,
Butler,Manley,Caldwell,,,06/22/1925,,M,U.S. Representative,Republican,VA,6,01/03/1973,01/03/1983,Episcopalian,White,Professional degree,Law,,,,,Navy,,
Byrd,Harry,Flood,Jr.,,12/20/1914,,M,U.S. Senator,Independent,VA,,01/03/1971,01/02/1983,Episcopalian,White,Bachelor's degree,Agriculture,Journalism,,,,Navy,,
Byrd,Robert,Carlyle,,,11/20/1917,06/28/2010,M,U.S. Senator,Democrat,WV,,01/07/1959,06/28/2010,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Byron,Goodloe,Edgar,,,06/22/1929,10/11/1978,M,U.S. Representative,Democrat,MD,6,01/21/1971,01/03/1979,Episcopalian,White,Professional degree,Law,,,,,Army,,
Camp,John,Newbold,,Happy,05/11/1908,09/27/1987,M,U.S. Representative,Republican,OK,6,01/03/1969,01/03/1975,Christian,White,High School graduate,Business or banking,,,,,Did not serve,,
Cannon,Howard,Walter,,,01/26/1912,03/05/2002,M,U.S. Senator,Democrat,NV,,01/07/1959,01/03/1983,Mormon,White,Professional degree,Law,Public service/politics,,,,National Guard-Utah,,
Carey,Hugh,Leo,,,04/11/1919,,M,U.S. Representative,Democrat,NY,15,01/09/1963,01/03/1975,Roman Catholic,White,Professional degree,Business or banking,Law,,,,Army,,
Carlson,Cliffard,Dale,,,12/30/1915,08/28/1977,M,U.S. Representative,Republican,IL,15,04/04/1972,01/03/1973,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Navy Reserve,,
Carney,Charles,Joseph,,,04/17/1913,10/07/1987,M,U.S. Representative,Democrat,OH,19,11/03/1970,01/03/1979,Roman Catholic,White,Bachelor's degree,Labor leader,,,,,Did not serve,,
Carter,Tim,Lee,,,09/02/1910,03/27/1987,M,U.S. Representative,Republican,KY,5,01/04/1965,01/03/1981,Baptist,White,Bachelor's degree,Medicine,,,,,Marine Corps,,
Case,Clifford,Philip,,,04/16/1904,03/05/1982,M,U.S. Senator,Republican,NJ,,01/05/1955,01/03/1979,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Casey,Robert,Randolph,,,07/27/1915,04/17/1986,M,U.S. Representative,Democrat,TX,22,01/07/1959,01/03/1977,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Cederberg,Elford,Albin,,,03/06/1918,04/17/2006,M,U.S. Representative,Republican,MI,10,01/03/1953,01/03/1979,Evangelical,White,High School graduate,Business or banking,,,,,Army,,
Chamberlain,Charles,Ernest,,,07/22/1917,11/25/2002,M,U.S. Representative,Republican,MI,6,01/03/1957,01/03/1975,Protestant,White,Professional degree,Law,Public service/politics,,,,Coast Guard,,
Chappell,William,Venroe,Jr.,,02/03/1922,03/30/1989,M,U.S. Representative,Democrat,FL,4,01/03/1969,01/03/1989,Methodist,White,Professional degree,Law,,,,,Navy,Reserve,
Chiles,Lawton,Mainor,,,04/03/1930,12/12/1998,M,U.S. Senator,Democrat,FL,,01/21/1971,01/03/1991,Presbyterian,White,Professional degree,Law,,,,,Army,,
Chisholm,Shirley,Anita,,,11/30/1924,01/01/2005,F,U.S. Representative,Democrat,NY,12,01/03/1969,01/03/1983,Methodist,African American,Master's degree,Education,,,,,Did not serve,,
Church,Frank,Forrester,,,07/25/1924,04/07/1984,M,U.S. Senator,Democrat,ID,,01/03/1957,01/03/1981,Presbyterian,White,Professional degree,Law,,,,,Army,,
Clancy,Donald,Daniel,,,07/24/1921,06/12/2007,M,U.S. Representative,Republican,OH,2,01/03/1961,01/03/1977,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Clark,Frank,Monroe,,,12/24/1915,06/17/2003,M,U.S. Representative,Democrat,PA,25,01/05/1955,01/03/1975,Presbyterian,White,High School graduate,Law Enforcement,,,,,Army Air Corps,,
Clark,Richard,Clarence,,Dick,09/14/1928,,M,U.S. Senator,Democrat,IA,,01/03/1973,01/03/1979,Protestant,White,Master's degree,Congressional Aide,Education,,,,Army,,
Clausen,Donald,Holst,,,04/27/1923,,M,U.S. Representative,Republican,CA,1,01/28/1963,01/03/1975,Lutheran,White,High School graduate,Aeronautics,Business or banking,,,,Navy,,
Clawson,Delwin,Morgan,,,01/11/1914,05/05/1992,M,U.S. Representative,Republican,CA,23,06/11/1963,01/13/1975,Mormon,White,High School graduate,Public service/politics,,,,,Did not serve,,
Clay,William,Lacy,Sr.,,04/30/1931,,M,U.S. Representative,Democrat,MO,1,01/03/1969,01/03/2001,Roman Catholic,African American,Bachelor's degree,Real Estate,,,,,Army,,
Cleveland,James,Colgate,,,06/13/1920,12/03/1995,M,U.S. Representative,Republican,NH,2,01/09/1963,01/03/1981,Protestant,White,Professional degree,Congressional Aide,Law,,,,Army,,
Cochran,William,Thad,,Thad,12/07/1937,,M,U.S. Representative,Republican,MS,4,01/03/1973,01/03/1979,Baptist,White,Professional degree,Law,,,,,Navy,,
Cohen,William,Sebastian,,,08/28/1940,,M,U.S. Representative,Republican,ME,2,01/03/1973,01/03/1979,Unitarian,White,Professional degree,Education,Law,,,,Did not serve,,
Collier,Harold,Reginald,,,12/12/1915,01/17/2006,M,U.S. Representative,Republican,IL,6,01/03/1973,01/03/1975,Methodist,White,Bachelor's degree,Business or banking,Misc.,Public service/politics,,,Did not serve,,
Collins,Cardiss,,,,09/24/1931,02/03/2013,F,U.S. Representative,Democrat,IL,7,06/05/1973,01/03/1997,Baptist,African American,Bachelor's degree,Business or banking,,,,,Did not serve,,
Collins,James,Mitchell,,,04/29/1916,06/21/1989,M,U.S. Representative,Republican,TX,3,09/04/1968,01/03/1983,Baptist,White,Master's degree,Business or banking,,,,,Army,,
Conable,Barber,Benjamin,Jr.,,11/02/1922,11/30/2003,M,U.S. Representative,Republican,NY,35,01/03/1973,01/03/1983,Methodist,White,Bachelor's degree,Law,,,,,Marine Corps,Reserve,
Conlan,John,B.,,,09/17/1930,,M,U.S. Representative,Republican,AZ,4,01/03/1973,01/03/1977,Independent Bible Church,White,Professional degree,Education,Law,,,,Army,,
Conover,William,"Sheldrick,",II,,08/27/1928,,M,U.S. Representative,Republican,PA,27,04/25/1972,01/03/1975,Methodist,White,Bachelor's degree,Business or banking,,,,,Navy,,
Conte,Silvio,Otto,,,11/09/1921,02/08/1991,M,U.S. Representative,Republican,MA,1,01/07/1959,02/08/1991,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Conyers,John,,Jr.,,05/16/1929,,M,U.S. Representative,Democrat,MI,1,01/04/1965,01/03/1993,Baptist,African American,Bachelor's degree,Law,Public service/politics,,,,Army,National Guard,Reserve
Cook,Marlow,Webster,,,07/27/1926,02/04/2016,M,U.S. Senator,Republican,KY,,01/03/1969,12/27/1974,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Corman,James,Charles,,,10/20/1920,12/30/2000,M,U.S. Representative,Democrat,CA,22,01/03/1961,01/13/1975,Methodist,White,Professional degree,Law,,,,,Marine Corps,,
Cotter,William,R.,,,07/18/1926,09/08/1981,M,U.S. Representative,Democrat,CT,1,01/21/1971,09/08/1981,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Cotton,Norris,R.,,,05/11/1900,02/24/1989,M,U.S. Senator,Republican,NH,,11/08/1954,12/31/1974,Congregationalist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Coughlin,Robert,Lawrence,,,04/11/1929,11/30/2001,M,U.S. Representative,Republican,PA,13,01/03/1969,01/03/1993,Episcopalian,White,Professional degree,Law,,,,,Marine Corps Reserve,,
Cranston,Alan,,,,06/19/1914,12/31/2000,M,U.S. Senator,Democrat,CA,,01/03/1969,01/03/1993,Protestant,White,Bachelor's degree,Acting/entertainer,Journalism,Real Estate,,,Army,,
Cronin,Paul,W.,,,03/14/1938,04/05/1997,M,U.S. Representative,Republican,MA,5,01/03/1973,01/03/1975,Not specified,White,Master's degree,Congressional Aide,,,,,Did not serve,,
Culver,John,Chester,,,08/08/1932,,M,U.S. Representative,Democrat,IA,2,01/04/1965,01/03/1975,Presbyterian,White,Professional degree,Law,,,,,Marine Corps,,
Curtis,Carl,Thomas,,,03/15/1905,01/24/2000,M,U.S. Senator,Republican,NE,,01/01/1955,01/03/1979,Presbyterian,White,Professional degree,Education,Law,,,,Did not serve,,
Daniel,Robert,W.,Jr.,,03/17/1936,,M,U.S. Representative,Republican,VA,4,01/03/1973,01/03/1983,Episcopalian,White,Master's degree,Agriculture,Business or banking,Education,Public service/politics,,Army Reserve,,
Daniel,Wilbur,Clarence,,Dan,05/12/1914,01/23/1988,M,U.S. Representative,Democrat,VA,5,01/03/1969,01/23/1988,Baptist,White,High School graduate,Business or banking,,,,,Navy,,
Daniels,Dominick,Vincent,,,10/18/1908,07/17/1987,M,U.S. Representative,Democrat,NJ,14,01/07/1959,01/03/1977,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Danielson,George,Elmore,,,02/20/1915,09/12/1998,M,U.S. Representative,Democrat,CA,29,01/21/1971,01/13/1975,Protestant,White,Professional degree,Agriculture,Law,Law Enforcement,,,Navy,,
Davis,Glenn,Robert,,,10/28/1914,09/21/1988,M,U.S. Representative,Republican,WI,9,01/03/1965,12/31/1974,United Church of Christ,White,Professional degree,Education,Law,,,,Navy,,
Davis,John,William,,,09/12/1916,10/03/1992,M,U.S. Representative,Democrat,GA,7,01/03/1961,01/03/1975,Presbyterian,White,Professional degree,Law,,,,,Army,,
Davis,Mendel,Jackson,,,10/23/1942,,M,U.S. Representative,Democrat,SC,1,04/27/1971,01/03/1981,Methodist,White,Professional degree,Law,,,,,Did not serve,,
de la Garza,Eligio,,II,Kika,09/22/1927,03/13/2017,M,U.S. Representative,Democrat,TX,15,01/04/1965,01/03/1997,Roman Catholic,Hispanic,Professional degree,Law,,,,,Army,Reserve,
Delaney,James,Joseph,,,03/19/1901,05/24/1987,M,U.S. Representative,Democrat,NY,9,01/09/1963,01/02/1979,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Dellenback,John,Richard,,,11/06/1918,12/07/2002,M,U.S. Representative,Republican,OR,4,01/10/1967,01/03/1975,Presbyterian,White,Professional degree,Education,Law,,,,Navy Reserve,,
Dellums,Ronald,V.,,,11/24/1935,07/30/2018,M,U.S. Representative,Democrat,CA,7,01/21/1971,01/13/1975,Protestant,African American,Master's degree,Public service/politics,,,,,Marine Corps,,
Denholm,Frank,Edward,,,11/29/1923,04/07/2016,M,U.S. Representative,Democrat,SD,1,01/21/1971,01/03/1975,Roman Catholic,White,Professional degree,Agriculture,Business or banking,Education,Law,Law Enforcement,Did not serve,,
Dennis,David,Worth,,,06/07/1912,01/06/1999,M,U.S. Representative,Republican,IN,10,01/03/1969,01/03/1975,Quaker,White,Professional degree,Law,,,,,Army,,
Dent,John,Herman,,,03/10/1908,04/09/1988,M,U.S. Representative,Democrat,PA,21,01/27/1958,01/03/1979,Roman Catholic,White,High School graduate,Labor leader,,,,,Marine Corps,,
Derwinski,Edward,J.,,,09/15/1926,,M,U.S. Representative,Republican,IL,4,01/07/1959,01/03/1983,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Army,,
Devine,Samuel,Leeper,,,12/21/1915,06/27/1997,M,U.S. Representative,Republican,OH,12,01/07/1959,01/03/1981,Methodist,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Diggs,Charles,Coles,Jr.,,12/02/1922,08/24/1998,M,U.S. Representative,Democrat,MI,13,01/05/1955,06/03/1980,Baptist,African American,Bachelor's degree,Misc.,,,,,Army,,
Dingell,John,David,Jr.,,07/08/1926,,M,U.S. Representative,Democrat,MI,16,01/04/1965,01/02/2003,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dole,Robert,Joseph,,Bob,07/22/1923,,M,U.S. Senator,Republican,KS,,01/03/1969,06/11/1996,Methodist,White,Professional degree,Law,,,,,Army,,
Domenici,Pete,Vichi,,,05/07/1932,09/13/2017,M,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Dominick,Peter,Hoyt,,,07/07/1915,03/18/1981,M,U.S. Senator,Republican,CO,,01/09/1963,01/03/1975,Episcopalian,White,Professional degree,Law,,,,,Army Air Corps,,
Donohue,Harold,Daniel,,,06/18/1901,11/04/1984,M,U.S. Representative,Democrat,MA,3,01/03/1973,01/03/1975,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Dorn,William,Jennings Bryan,,,04/14/1916,08/13/2005,M,U.S. Representative,Democrat,SC,3,01/03/1947,01/03/1975,Baptist,White,High School graduate,Agriculture,,,,,Army Air Force,,
Downing,Thomas,Nelms,,,02/01/1919,10/23/2001,M,U.S. Representative,Democrat,VA,1,01/07/1959,01/03/1977,Episcopalian,White,Professional degree,Law,,,,,Army,,
Drinan,Robert,F.,,,11/15/1920,01/28/2007,M,U.S. Representative,Democrat,MA,4,01/03/1973,01/03/1981,Roman Catholic,White,Doctorate degree,Clergy,Education,,,,Did not serve,,
du Pont,Pierre,S.,IV,,01/22/1935,,M,U.S. Representative,Republican,DE,AL,01/21/1971,01/03/1977,Episcopalian,White,Professional degree,Business or banking,Law,,,,Navy Reserve,,
Dulski,Thaddeus,Joseph,,,09/27/1915,10/11/1988,M,U.S. Representative,Democrat,NY,37,01/03/1973,01/03/1975,Roman Catholic,White,High School graduate,Business or banking,Public service/politics,,,,World War II veteran,,
Duncan,John,James,,,03/24/1919,06/21/1988,M,U.S. Representative,Republican,TN,2,01/04/1965,06/21/1988,Presbyterian,White,Professional degree,Law,,,,,Army,,
Eastland,James,O.,,,11/28/1904,02/19/1986,M,U.S. Senator,Democrat,MS,,01/06/1943,01/03/1979,Methodist,White,Professional degree,Agriculture,Law,,,,Did not serve,,
