Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Biden,Joseph,Robinette,Jr.,Joe,11/20/1942,,M,U.S. Senator,Democrat,DE,,01/03/1973,01/15/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Bingham,Jonathan,Brewster,,,04/24/1914,07/03/1986,M,U.S. Representative,Democrat,NY,22,01/03/1973,01/03/1983,United Church of Christ,White,Professional degree,Law,Public service/politics,,,,Army,,
Blanchard,James,J.,,,08/08/1942,,M,U.S. Representative,Democrat,MI,18,01/14/1975,01/03/1983,Unitarian,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Bliley,Thomas,Jerome,Jr.,,01/28/1932,,M,U.S. Representative,Republican,VA,3,01/05/1981,01/03/1993,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Navy,,
Boland,Edward,Patrick,,,10/01/1911,11/04/2001,M,U.S. Representative,Democrat,MA,2,01/03/1953,01/03/1989,Roman Catholic,White,Professional degree,Public service/politics,,,,,Army,,
Bolling,Richard,Walker,,,05/17/1916,04/21/1991,M,U.S. Representative,Democrat,MO,5,01/03/1949,01/03/1983,Episcopalian,White,Master's degree,Acting/entertainer,Education,,,,Army,,
Boner,William,Hill,,Bill,02/14/1945,,M,U.S. Representative,Democrat,TN,5,01/15/1979,10/05/1987,Methodist,White,Professional degree,Business or banking,Education,Law,,,Did not serve,,
Bonior,David,Edward,,,06/06/1945,,M,U.S. Representative,Democrat,MI,12,01/04/1977,01/03/1993,Roman Catholic,White,Master's degree,Law Enforcement,Public service/politics,,,,Air Force,,
Bonker,Don,Leroy,,,03/07/1937,,M,U.S. Representative,Democrat,WA,3,01/14/1975,01/03/1989,Presbyterian,White,Doctorate degree,Business or banking,,,,,Coast Guard,Coast Guard Reserve,
Boren,David,Lyle,,,04/21/1941,,M,U.S. Senator,Democrat,OK,,01/15/1979,11/15/1994,Methodist,White,Professional degree,Law,,,,,National Guard,,
Boschwitz,Rudolph,,,,11/07/1930,,M,U.S. Senator,Republican,MN,,01/15/1979,01/03/1995,Jewish,White,Professional degree,Business or banking,Law,,,,Army,,
Bowen,David,Reece,,,10/21/1932,,M,U.S. Representative,Democrat,MS,2,01/03/1973,01/03/1983,Baptist,White,Master's degree,Education,,,,,Army,,
Bradley,William,Warren,,Bill,07/28/1943,,M,U.S. Senator,Democrat,NJ,,01/15/1979,01/03/1997,Protestant,White,Master's degree,Acting/entertainer,Business or banking,Sports,,,Air Force Reserve,,
Brady,Nicholas,Frederick,,,04/11/1930,,M,U.S. Senator,Republican,NJ,,04/12/1982,12/20/1982,Not specified,White,Master's degree,Business or banking,,,,,Did not serve,,
Breaux,John,B.,,,03/01/1944,,M,U.S. Representative,Democrat,LA,7,09/30/1972,01/03/1987,Roman Catholic,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Brinkley,Jack,Thomas,,,12/22/1930,,M,U.S. Representative,Democrat,GA,3,01/10/1967,01/03/1983,Baptist,White,Professional degree,Education,Law,,,,Air Force,,
Brodhead,William,M.,,,09/12/1941,,M,U.S. Representative,Democrat,MI,17,01/14/1975,01/03/1983,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Brooks,Jack,B.,,,12/18/1922,12/04/2012,M,U.S. Representative,Democrat,TX,9,01/10/1967,01/03/1995,Methodist,White,Professional degree,Law,,,,,Marine Corps,Reserve,
Broomfield,William,S.,,,04/28/1922,,M,U.S. Representative,Republican,MI,19,01/03/1973,01/02/1983,Presbyterian,White,Bachelor's degree,Business or banking,Real Estate,,,,Army Air Corps,,
Brown,Clarence,J.,Jr.,,06/18/1927,,M,U.S. Representative,Republican,OH,7,01/10/1966,01/03/1983,Presbyterian,White,Master's degree,Agriculture,Business or banking,,,,Navy,,
Brown,George,Edward,Jr.,,03/06/1920,07/15/1999,M,U.S. Representative,Democrat,CA,36,01/14/1975,01/03/1993,Methodist,White,Bachelor's degree,Medicine,Misc.,,,,Army,,
Brown,George,Hanks,,Hank,02/12/1940,,M,U.S. Representative,Republican,CO,4,01/05/1981,01/03/1991,United Church of Christ,White,Professional degree,Business or banking,Law,,,,Navy,,
Broyhill,James,Thomas,,,08/19/1927,,M,U.S. Representative,Republican,NC,10,01/03/1969,07/14/1986,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Bumpers,Dale,L.,,,08/12/1925,01/01/2016,M,U.S. Senator,Democrat,AR,,01/14/1975,01/05/1999,Methodist,White,Professional degree,Agriculture,Business or banking,Law,,,Marine Corps,,
Burdick,Quentin,Northrop,,,06/19/1908,09/08/1992,M,U.S. Senator,Democrat,ND,,08/08/1960,01/03/1997,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Burgener,Clair,Walter,,,12/05/1921,09/09/2006,M,U.S. Representative,Republican,CA,43,01/14/1975,01/03/1983,Mormon,White,Bachelor's degree,Public service/politics,,,,,Army,,
Burton,John,Lowell,,,12/15/1932,,M,U.S. Representative,Democrat,CA,5,01/03/1975,01/03/1983,Roman Catholic,White,Professional degree,Misc.,Public service/politics,,,,Army,,
Burton,Phillip,,,,06/01/1926,04/10/1983,M,U.S. Representative,Democrat,CA,6,01/14/1975,04/10/1983,Presbyterian,White,Professional degree,Law,,,,,Air Force,,
Bush,George,Herbert Walker,,,06/12/1924,,M,U.S. Vice President,Republican,,,01/20/1981,01/20/1989,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Navy,,
Butler,Manley,Caldwell,,,06/22/1925,,M,U.S. Representative,Republican,VA,6,01/03/1973,01/03/1983,Episcopalian,White,Professional degree,Law,,,,,Navy,,
Byrd,Harry,Flood,Jr.,,12/20/1914,,M,U.S. Senator,Independent,VA,,01/03/1971,01/02/1983,Episcopalian,White,Bachelor's degree,Agriculture,Journalism,,,,Navy,,
Byrd,Robert,Carlyle,,,11/20/1917,06/28/2010,M,U.S. Senator,Democrat,WV,,01/07/1959,06/28/2010,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Byron,Beverly,Barton Butcher,,,07/26/1932,,F,U.S. Representative,Democrat,MD,6,01/15/1979,01/03/1993,Episcopalian,White,Associate degree,Public service/politics,,,,,Did not serve,,
Campbell,Carroll,Ashmore,Jr.,,07/24/1940,12/07/2005,M,U.S. Representative,Republican,SC,4,01/15/1979,01/03/1987,Episcopalian,White,Master's degree,Agriculture,Business or banking,Real Estate,,,Did not serve,,
Cannon,Howard,Walter,,,01/26/1912,03/05/2002,M,U.S. Senator,Democrat,NV,,01/07/1959,01/03/1983,Mormon,White,Professional degree,Law,Public service/politics,,,,National Guard-Utah,,
Carman,Gregory,W.,,,01/31/1937,,M,U.S. Representative,Republican,NY,3,01/05/1981,01/03/1983,Episcopalian,White,Professional degree,Law,,,,,Army,,
Carney,William,,,,07/01/1942,,M,U.S. Representative,Republican,NY,1,01/15/1979,01/03/1987,Roman Catholic,White,High School graduate,Business or banking,,,,,Army,,
Carr,Milton,Robert,,Bob,03/27/1943,,M,U.S. Representative,Democrat,MI,6,01/14/1975,01/03/1993,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Chafee,John,Hubbard,,,10/22/1922,10/24/1999,M,U.S. Senator,Republican,RI,,12/29/1976,10/24/1999,Episcopalian,White,Professional degree,Law,,,,,Marine Corps,,
Chappell,William,Venroe,Jr.,,02/03/1922,03/30/1989,M,U.S. Representative,Democrat,FL,4,01/03/1969,01/03/1989,Methodist,White,Professional degree,Law,,,,,Navy,Reserve,
Chappie,Eugene,A.,,,03/28/1920,05/31/1992,M,U.S. Representative,Republican,CA,1,01/05/1981,01/03/1983,Roman Catholic,White,High School graduate,Agriculture,,,,,Army,,
Cheney,Richard,B.,,,01/30/1941,,M,U.S. Representative,Republican,WY,AL,01/15/1979,03/17/1989,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,
Chiles,Lawton,Mainor,,,04/03/1930,12/12/1998,M,U.S. Senator,Democrat,FL,,01/21/1971,01/03/1991,Presbyterian,White,Professional degree,Law,,,,,Army,,
Chisholm,Shirley,Anita,,,11/30/1924,01/01/2005,F,U.S. Representative,Democrat,NY,12,01/03/1969,01/03/1983,Methodist,African American,Master's degree,Education,,,,,Did not serve,,
Clausen,Donald,Holst,,,04/27/1923,,M,U.S. Representative,Republican,CA,2,01/14/1975,01/03/1983,Lutheran,White,High School graduate,Aeronautics,Business or banking,,,,Navy,,
Clay,William,Lacy,Sr.,,04/30/1931,,M,U.S. Representative,Democrat,MO,1,01/03/1969,01/03/2001,Roman Catholic,African American,Bachelor's degree,Real Estate,,,,,Army,,
Clinger,William,F.,Jr.,,04/04/1929,,M,U.S. Representative,Republican,PA,23,01/15/1979,01/03/1993,Presbyterian,White,Professional degree,Law,,,,,Navy,,
Coats,Daniel,R.,,,05/16/1943,,M,U.S. Representative,Republican,IN,4,01/05/1981,01/03/1989,Presbyterian,White,Professional degree,Business or banking,Congressional Aide,Law,,,Army Corps of Engineers,,
Cochran,William,Thad,,Thad,12/07/1937,,M,U.S. Senator,Republican,MS,,01/03/1979,04/01/2018,Baptist,White,Professional degree,Law,,,,,Navy,,
Coelho,Anthony,Lee,,,06/15/1942,,M,U.S. Representative,Democrat,CA,15,01/15/1979,06/15/1989,Roman Catholic,Hispanic,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Cohen,William,Sebastian,,,08/28/1940,,M,U.S. Senator,Republican,ME,,01/15/1979,01/03/1997,Unitarian,White,Professional degree,Education,Law,,,,Did not serve,,
Coleman,E.,Thomas,,,05/29/1943,,M,U.S. Representative,Republican,MO,6,01/04/1977,01/03/1993,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Collins,Cardiss,,,,09/24/1931,02/03/2013,F,U.S. Representative,Democrat,IL,7,06/05/1973,01/03/1997,Baptist,African American,Bachelor's degree,Business or banking,,,,,Did not serve,,
Collins,James,Mitchell,,,04/29/1916,06/21/1989,M,U.S. Representative,Republican,TX,3,09/04/1968,01/03/1983,Baptist,White,Master's degree,Business or banking,,,,,Army,,
Conable,Barber,Benjamin,Jr.,,11/02/1922,11/30/2003,M,U.S. Representative,Republican,NY,35,01/03/1973,01/03/1983,Methodist,White,Bachelor's degree,Law,,,,,Marine Corps,Reserve,
Conte,Silvio,Otto,,,11/09/1921,02/08/1991,M,U.S. Representative,Republican,MA,1,01/07/1959,02/08/1991,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Conyers,John,,Jr.,,05/16/1929,,M,U.S. Representative,Democrat,MI,1,01/04/1965,01/03/1993,Baptist,African American,Bachelor's degree,Law,Public service/politics,,,,Army,National Guard,Reserve
Corcoran,Thomas,J.,,,05/23/1939,,M,U.S. Representative,Republican,IL,15,01/04/1977,01/03/1983,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Army,,
Cotter,William,R.,,,07/18/1926,09/08/1981,M,U.S. Representative,Democrat,CT,1,01/21/1971,09/08/1981,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Coughlin,Robert,Lawrence,,,04/11/1929,11/30/2001,M,U.S. Representative,Republican,PA,13,01/03/1969,01/03/1993,Episcopalian,White,Professional degree,Law,,,,,Marine Corps Reserve,,
Courter,James,Andrew,,Jim,10/14/1941,,M,U.S. Representative,Republican,NJ,13,01/15/1979,01/03/1983,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Coyne,James,Kitchenman,,,11/17/1946,,M,U.S. Representative,Republican,PA,8,01/05/1981,01/03/1983,Presbyterian,White,Bachelor's degree,Business or banking,Education,,,,Did not serve,,
Coyne,William,J.,,,08/24/1936,,M,U.S. Representative,Democrat,PA,14,01/05/1981,01/03/2003,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Army,,
Craig,Larry,E.,,,07/20/1945,,M,U.S. Representative,Republican,ID,1,01/05/1981,01/03/1991,Methodist,White,Bachelor's degree,Agriculture,Real Estate,,,,National Guard,,
Crane,Daniel,B.,,,01/10/1936,,M,U.S. Representative,Republican,IL,22,01/15/1979,01/03/1983,Methodist,White,Professional degree,Medicine,,,,,Army,,
Cranston,Alan,,,,06/19/1914,12/31/2000,M,U.S. Senator,Democrat,CA,,01/03/1969,01/03/1993,Protestant,White,Bachelor's degree,Acting/entertainer,Journalism,Real Estate,,,Army,,
Crockett,George,William,Jr.,,08/10/1909,09/07/1997,M,U.S. Representative,Democrat,MI,13,11/04/1980,01/03/1991,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
D'Amato,Alfonse,M.,,,08/01/1937,,M,U.S. Senator,Republican,NY,,01/05/1981,01/03/1999,Roman Catholic,White,Bachelor's degree,Law,,,,,Army,,
D'Amours,Norman,E.,,,10/14/1937,,M,U.S. Representative,Democrat,NH,1,01/14/1975,01/03/1985,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,
Danforth,John,Claggett,,,09/05/1936,,M,U.S. Senator,Republican,MO,,01/04/1977,01/03/1995,Episcopalian,White,Professional degree,Clergy,Law,,,,Did not serve,,
Daniel,Robert,W.,Jr.,,03/17/1936,,M,U.S. Representative,Republican,VA,4,01/03/1973,01/03/1983,Episcopalian,White,Master's degree,Agriculture,Business or banking,Education,Public service/politics,,Army Reserve,,
Daniel,Wilbur,Clarence,,Dan,05/12/1914,01/23/1988,M,U.S. Representative,Democrat,VA,5,01/03/1969,01/23/1988,Baptist,White,High School graduate,Business or banking,,,,,Navy,,
Danielson,George,Elmore,,,02/20/1915,09/12/1998,M,U.S. Representative,Democrat,CA,30,01/14/1975,03/09/1982,Protestant,White,Professional degree,Agriculture,Law,Law Enforcement,,,Navy,,
Dannemeyer,William,Edwin,,,09/22/1929,,M,U.S. Representative,Republican,CA,39,01/15/1979,01/03/1993,Lutheran,White,Professional degree,Law,,,,,Army,,
Daschle,Thomas,Andrew,,,12/09/1947,,M,U.S. Representative,Democrat,SD,1,01/15/1979,01/03/1983,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Air Force,,
Daub,Harold,John,Jr.,Hal,04/23/1941,,M,U.S. Representative,Republican,NE,2,01/05/1981,01/03/1989,Presbyterian,White,Professional degree,Agriculture,Law,,,,Army,,
de la Garza,Eligio,,II,Kika,09/22/1927,03/13/2017,M,U.S. Representative,Democrat,TX,15,01/04/1965,01/03/1997,Roman Catholic,Hispanic,Professional degree,Law,,,,,Army,Reserve,
Deckard,H.,Joel,,,03/07/1942,09/13/2016,M,U.S. Representative,Republican,IN,8,01/15/1979,01/03/1983,Protestant,White,High School graduate,Business or banking,,,,,National Guard-Indiana,Reserve,
DeConcini,Dennis,,,,05/08/1937,,M,U.S. Senator,Democrat,AZ,,01/04/1977,01/03/1995,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dellums,Ronald,V.,,,11/24/1935,07/30/2018,M,U.S. Representative,Democrat,CA,8,01/14/1975,01/04/1993,Protestant,African American,Master's degree,Public service/politics,,,,,Marine Corps,,
DeNardis,Lawrence,Joseph,,,03/18/1938,,M,U.S. Representative,Republican,CT,3,01/05/1981,01/03/1983,Roman Catholic,White,Doctorate degree,Education,,,,,Navy Reserve,,
Derrick,Butler,Carson,Jr.,,09/30/1936,,M,U.S. Representative,Democrat,SC,3,01/14/1975,01/03/1995,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Derwinski,Edward,J.,,,09/15/1926,,M,U.S. Representative,Republican,IL,4,01/07/1959,01/03/1983,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Army,,
Dicks,Norman,DeValois,,,12/16/1940,,M,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Dingell,John,David,Jr.,,07/08/1926,,M,U.S. Representative,Democrat,MI,16,01/04/1965,01/02/2003,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dixon,Julian,Carey,,,08/08/1934,12/08/2000,M,U.S. Representative,Democrat,CA,28,01/15/1979,01/04/1993,Episcopalian,African American,Bachelor's degree,Law,Public service/politics,,,,Army,,
Dodd,Christopher,J.,,,05/27/1944,,M,U.S. Senator,Democrat,CT,,01/05/1981,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,
Dole,Robert,Joseph,,Bob,07/22/1923,,M,U.S. Senator,Republican,KS,,01/03/1969,06/11/1996,Methodist,White,Professional degree,Law,,,,,Army,,
Domenici,Pete,Vichi,,,05/07/1932,09/13/2017,M,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Donnelly,Brian,J.,,,03/02/1946,,M,U.S. Representative,Democrat,MA,11,01/15/1979,01/03/1993,Roman Catholic,White,Bachelor's degree,Education,Sports,,,,Did not serve,,
Dorgan,Byron,Leslie,,,05/14/1942,,M,U.S. Representative,Democrat,ND,AL,01/05/1981,01/03/1993,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,
Dornan,Robert,K.,,,04/03/1933,,M,U.S. Representative,Republican,CA,27,01/04/1977,01/03/1983,Roman Catholic,White,High School graduate,Journalism,Misc.,,,,Air Force,Marine Corps,Reserve
Dougherty,Charles,F.,,,06/26/1937,,M,U.S. Representative,Republican,PA,4,01/15/1979,01/03/1983,Roman Catholic,White,Bachelor's degree,Education,,,,,Reserve,,
Dowdy,Charles,Wayne,,,07/27/1943,,M,U.S. Representative,Democrat,MS,4,07/07/1981,01/03/1989,Methodist,White,Professional degree,Business or banking,Law,,,,Army Reserve,,
Downey,Thomas,J.,,,01/28/1949,,M,U.S. Representative,Democrat,NY,2,01/14/1975,01/03/1993,Methodist,White,Professional degree,Misc.,,,,,Did not serve,,
Dreier,David,T.,,,07/05/1952,,M,U.S. Representative,Republican,CA,35,01/05/1981,01/02/1983,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,
Duncan,John,James,,,03/24/1919,06/21/1988,M,U.S. Representative,Republican,TN,2,01/04/1965,06/21/1988,Presbyterian,White,Professional degree,Law,,,,,Army,,
Dunn,James,W.,Jr.,,07/21/1943,,M,U.S. Representative,Republican,MI,6,01/05/1981,01/03/1983,Episcopalian,White,Bachelor's degree,Construction/building trades,,,,,Did not serve,,
Durenberger,David,F.,,,08/19/1934,,M,U.S. Senator,Republican,MN,,01/15/1979,01/03/1995,Roman Catholic,White,Professional degree,Business or banking,Law,,,,Army Reserve,,
Dwyer,Bernard,J.,,,01/24/1921,10/31/1998,M,U.S. Representative,Democrat,NJ,15,01/05/1981,01/02/1983,Roman Catholic,White,High School graduate,Business or banking,,,,,Navy,,
Dyson,Roy,P.,,,11/15/1948,,M,U.S. Representative,Democrat,MD,1,01/05/1981,01/03/1991,Roman Catholic,White,High School graduate,Business or banking,Congressional Aide,,,,Did not serve,,
Early,Joseph,D.,,,01/31/1933,11/09/2012,M,U.S. Representative,Democrat,MA,3,01/14/1975,01/03/1993,Roman Catholic,White,Bachelor's degree,Education,Sports,,,,Navy,,
East,John,Porter,,,05/05/1931,06/29/1986,M,U.S. Senator,Republican,NC,,01/05/1981,06/29/1986,Methodist,White,Professional degree,Education,Law,,,,Marine Corps,,
Eckart,Dennis,Edward,,,04/06/1950,,M,U.S. Representative,Democrat,OH,22,01/05/1981,01/02/1983,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Edgar,Robert,William,,,05/29/1943,,M,U.S. Representative,Democrat,PA,7,01/14/1975,01/03/1987,Methodist,White,Master's degree,Clergy,,,,,Did not serve,,
Edwards,Don,,,,01/06/1915,10/01/2015,M,U.S. Representative,Democrat,CA,10,01/14/1975,01/04/1993,Unitarian,White,Professional degree,Business or banking,Law,Law Enforcement,,,Navy,,
Edwards,Marvin,H.,,Mickey,07/12/1937,,M,U.S. Representative,Republican,OK,5,01/04/1977,01/03/1993,Episcopalian,White,Professional degree,Journalism,Law,,,,Did not serve,,
Edwards,William,Jackson,,Jack,09/20/1928,,M,U.S. Representative,Republican,AL,1,01/04/1965,01/03/1985,Presbyterian,White,Professional degree,Law,,,,,Marine Corps,,
Emerson,Norvell,William,,Bill,01/01/1938,06/22/1996,M,U.S. Representative,Republican,MO,10,01/05/1981,01/02/1983,Presbyterian,White,Professional degree,Congressional Aide,Public service/politics,,,,Air Force Reserve,,
Emery,David,Farnham,,,09/01/1948,,M,U.S. Representative,Republican,ME,1,01/14/1975,01/03/1983,Congregationalist,White,Bachelor's degree,Engineering,,,,,Did not serve,,
English,Glenn,Lee,Jr.,,11/30/1940,,M,U.S. Representative,Democrat,OK,6,01/14/1975,01/07/1994,Methodist,White,Bachelor's degree,Business or banking,,,,,Army Reserve,,
Erdahl,Arlen,,,,02/27/1931,,M,U.S. Representative,Republican,MN,1,01/15/1979,01/03/1983,Lutheran,White,Master's degree,Public service/politics,,,,,Army,,
Erlenborn,John,Neal,,,02/08/1927,10/30/2005,M,U.S. Representative,Republican,IL,14,01/04/1965,01/02/1983,Roman Catholic,White,Professional degree,Law,,,,,Navy Reserve,,
