Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Bereuter,Douglas,Kent,,,10/06/1939,,M,U.S. Representative,Republican,NE,1,01/15/1979,01/03/2005,Lutheran,White,Master's degree,Education,Public service/politics,,,,Army,,
Berman,Howard,L.,,,04/15/1941,,M,U.S. Representative,Democrat,CA,26,01/03/1983,01/03/2001,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Bevill,Tom,,,,03/27/1921,03/28/2005,M,U.S. Representative,Democrat,AL,4,01/03/1973,01/03/1997,Baptist,White,Professional degree,Law,,,,,Army,,
Biaggi,Mario,,,,10/26/1917,06/24/2015,M,U.S. Representative,Democrat,NY,19,01/03/1983,01/03/1989,Roman Catholic,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Biden,Joseph,Robinette,Jr.,Joe,11/20/1942,,M,U.S. Senator,Democrat,DE,,01/03/1973,01/15/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Bilirakis,Michael,,,,07/16/1930,,M,U.S. Representative,Republican,FL,9,01/03/1983,01/03/2007,Greek Orthodox,White,Professional degree,Business or banking,Engineering,Law,,,Air Force,,
Bingaman,Jeff,,,,10/03/1943,,M,U.S. Senator,Democrat,NM,,01/03/1983,01/03/2013,Methodist,White,Professional degree,Law,,,,,Army Reserve,,
Bliley,Thomas,Jerome,Jr.,,01/28/1932,,M,U.S. Representative,Republican,VA,3,01/05/1981,01/03/1993,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Navy,,
Boehlert,Sherwood,L.,,,09/28/1936,,M,U.S. Representative,Republican,NY,25,01/03/1983,01/03/1993,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Army,,
Boland,Edward,Patrick,,,10/01/1911,11/04/2001,M,U.S. Representative,Democrat,MA,2,01/03/1953,01/03/1989,Roman Catholic,White,Professional degree,Public service/politics,,,,,Army,,
Boner,William,Hill,,Bill,02/14/1945,,M,U.S. Representative,Democrat,TN,5,01/15/1979,10/05/1987,Methodist,White,Professional degree,Business or banking,Education,Law,,,Did not serve,,
Bonior,David,Edward,,,06/06/1945,,M,U.S. Representative,Democrat,MI,12,01/04/1977,01/03/1993,Roman Catholic,White,Master's degree,Law Enforcement,Public service/politics,,,,Air Force,,
Bonker,Don,Leroy,,,03/07/1937,,M,U.S. Representative,Democrat,WA,3,01/14/1975,01/03/1989,Presbyterian,White,Doctorate degree,Business or banking,,,,,Coast Guard,Coast Guard Reserve,
Boren,David,Lyle,,,04/21/1941,,M,U.S. Senator,Democrat,OK,,01/15/1979,11/15/1994,Methodist,White,Professional degree,Law,,,,,National Guard,,
Borski,Robert,Anthony,,,10/20/1948,,M,U.S. Representative,Democrat,PA,3,01/03/1983,01/03/2003,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Boschwitz,Rudolph,,,,11/07/1930,,M,U.S. Senator,Republican,MN,,01/15/1979,01/03/1995,Jewish,White,Professional degree,Business or banking,Law,,,,Army,,
Bosco,Douglas,H.,,,07/28/1946,,M,U.S. Representative,Democrat,CA,1,01/03/1983,01/03/1991,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Boucher,Frederick,C.,,Rick,08/01/1946,,M,U.S. Representative,Democrat,VA,9,01/03/1983,01/03/2011,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Boulter,Eldon,Beau,,,02/23/1942,,M,U.S. Representative,Republican,TX,13,01/03/1985,01/03/1989,Independent Bible Church,White,Professional degree,Education,Law,,,,Did not serve,,
Boxer,Barbara,,,,11/11/1940,,F,U.S. Representative,Democrat,CA,6,01/03/1983,01/03/1993,Jewish,White,Bachelor's degree,Business or banking,Congressional Aide,Journalism,,,Did not serve,,
Bradley,William,Warren,,Bill,07/28/1943,,M,U.S. Senator,Democrat,NJ,,01/15/1979,01/03/1997,Protestant,White,Master's degree,Acting/entertainer,Business or banking,Sports,,,Air Force Reserve,,
Breaux,John,B.,,,03/01/1944,,M,U.S. Representative,Democrat,LA,7,09/30/1972,01/03/1987,Roman Catholic,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Brooks,Jack,B.,,,12/18/1922,12/04/2012,M,U.S. Representative,Democrat,TX,9,01/10/1967,01/03/1995,Methodist,White,Professional degree,Law,,,,,Marine Corps,Reserve,
Broomfield,William,S.,,,04/28/1922,,M,U.S. Representative,Republican,MI,18,01/03/1983,01/03/1993,Presbyterian,White,Bachelor's degree,Business or banking,Real Estate,,,,Army Air Corps,,
Brown,George,Edward,Jr.,,03/06/1920,07/15/1999,M,U.S. Representative,Democrat,CA,36,01/14/1975,01/03/1993,Methodist,White,Bachelor's degree,Medicine,Misc.,,,,Army,,
Brown,George,Hanks,,Hank,02/12/1940,,M,U.S. Representative,Republican,CO,4,01/05/1981,01/03/1991,United Church of Christ,White,Professional degree,Business or banking,Law,,,,Navy,,
Broyhill,James,Thomas,,,08/19/1927,,M,U.S. Representative,Republican,NC,10,01/03/1969,07/14/1986,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Broyhill,James,Thomas,,,08/19/1927,,M,U.S. Senator,Republican,NC,,07/14/1986,11/04/1986,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Bruce,Terry,L.,,,03/25/1944,,M,U.S. Representative,Democrat,IL,19,01/03/1985,01/03/1993,Methodist,White,Professional degree,Agriculture,Law,Public service/politics,,,Did not serve,,
Bryant,John,Wiley,,,02/22/1947,,M,U.S. Representative,Democrat,TX,5,01/03/1983,01/03/1997,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Bumpers,Dale,L.,,,08/12/1925,01/01/2016,M,U.S. Senator,Democrat,AR,,01/14/1975,01/05/1999,Methodist,White,Professional degree,Agriculture,Business or banking,Law,,,Marine Corps,,
Burdick,Quentin,Northrop,,,06/19/1908,09/08/1992,M,U.S. Senator,Democrat,ND,,08/08/1960,01/03/1997,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Burton,Danny,Lee,,Dan,06/21/1938,,M,U.S. Representative,Republican,IN,6,01/03/1983,01/02/2003,Protestant,White,Unknown,Business or banking,Real Estate,,,,Army,Reserve,Reserve
Burton,Sala,Galant,,,04/01/1925,02/01/1987,F,U.S. Representative,Democrat,CA,5,06/21/1983,02/01/1987,Jewish,White,Unknown,Public service/politics,,,,,Did not serve,,
Bush,George,Herbert Walker,,,06/12/1924,,M,U.S. Vice President,Republican,,,01/20/1981,01/20/1989,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Navy,,
Bustamante,Albert,Garza,,,04/08/1935,,M,U.S. Representative,Democrat,TX,23,01/03/1985,01/03/1993,Roman Catholic,Hispanic,Bachelor's degree,Congressional Aide,Education,Law,,,Army,,
Byrd,Robert,Carlyle,,,11/20/1917,06/28/2010,M,U.S. Senator,Democrat,WV,,01/07/1959,06/28/2010,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Byron,Beverly,Barton Butcher,,,07/26/1932,,F,U.S. Representative,Democrat,MD,6,01/15/1979,01/03/1993,Episcopalian,White,Associate degree,Public service/politics,,,,,Did not serve,,
Callahan,Herbert,Leon,,Sonny,09/11/1932,,M,U.S. Representative,Republican,AL,1,01/03/1985,01/03/2003,Roman Catholic,White,High School graduate,Business or banking,,,,,Navy,,
Campbell,Carroll,Ashmore,Jr.,,07/24/1940,12/07/2005,M,U.S. Representative,Republican,SC,4,01/15/1979,01/03/1987,Episcopalian,White,Master's degree,Agriculture,Business or banking,Real Estate,,,Did not serve,,
Carney,William,,,,07/01/1942,,M,U.S. Representative,Republican,NY,1,01/15/1979,01/03/1987,Roman Catholic,White,High School graduate,Business or banking,,,,,Army,,
Carper,Thomas,Richard,,,01/23/1947,,M,U.S. Representative,Democrat,DE,AL,01/03/1983,01/03/1993,Presbyterian,White,Master's degree,Public service/politics,,,,,Navy,Reserve,
Carr,Milton,Robert,,Bob,03/27/1943,,M,U.S. Representative,Democrat,MI,6,01/14/1975,01/03/1993,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Chafee,John,Hubbard,,,10/22/1922,10/24/1999,M,U.S. Senator,Republican,RI,,12/29/1976,10/24/1999,Episcopalian,White,Professional degree,Law,,,,,Marine Corps,,
Chandler,Rod,,,,07/13/1942,,M,U.S. Representative,Republican,WA,8,01/03/1983,01/03/1993,Protestant,White,Bachelor's degree,Journalism,Misc.,,,,Did not serve,,
Chapman,Jim,,Jr.,,03/08/1945,,M,U.S. Representative,Democrat,TX,1,08/03/1985,01/03/1997,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Chappell,William,Venroe,Jr.,,02/03/1922,03/30/1989,M,U.S. Representative,Democrat,FL,4,01/03/1969,01/03/1989,Methodist,White,Professional degree,Law,,,,,Navy,Reserve,
Chappie,Eugene,A.,,,03/28/1920,05/31/1992,M,U.S. Representative,Republican,CA,2,01/03/1983,01/03/1987,Roman Catholic,White,High School graduate,Agriculture,,,,,Army,,
Cheney,Richard,B.,,,01/30/1941,,M,U.S. Representative,Republican,WY,AL,01/15/1979,03/17/1989,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,
Chiles,Lawton,Mainor,,,04/03/1930,12/12/1998,M,U.S. Senator,Democrat,FL,,01/21/1971,01/03/1991,Presbyterian,White,Professional degree,Law,,,,,Army,,
Clay,William,Lacy,Sr.,,04/30/1931,,M,U.S. Representative,Democrat,MO,1,01/03/1969,01/03/2001,Roman Catholic,African American,Bachelor's degree,Real Estate,,,,,Army,,
Clinger,William,F.,Jr.,,04/04/1929,,M,U.S. Representative,Republican,PA,23,01/15/1979,01/03/1993,Presbyterian,White,Professional degree,Law,,,,,Navy,,
Coats,Daniel,R.,,,05/16/1943,,M,U.S. Representative,Republican,IN,4,01/05/1981,01/03/1989,Presbyterian,White,Professional degree,Business or banking,Congressional Aide,Law,,,Army Corps of Engineers,,
Cobey,William,Wilfred,Jr.,,05/13/1939,,M,U.S. Representative,Republican,NC,4,01/03/1985,01/03/1987,Independent Bible Church,White,Master's degree,Business or banking,Education,Sports,,,Did not serve,,
Coble,Howard,,,,03/18/1931,11/03/2015,M,U.S. Representative,Republican,NC,6,01/03/1985,01/03/2015,Presbyterian,White,Professional degree,Business or banking,Law,,,,Coast Guard,Reserve,Reserve
Cochran,William,Thad,,Thad,12/07/1937,,M,U.S. Senator,Republican,MS,,01/03/1979,04/01/2018,Baptist,White,Professional degree,Law,,,,,Navy,,
Coelho,Anthony,Lee,,,06/15/1942,,M,U.S. Representative,Democrat,CA,15,01/15/1979,06/15/1989,Roman Catholic,Hispanic,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Cohen,William,Sebastian,,,08/28/1940,,M,U.S. Senator,Republican,ME,,01/15/1979,01/03/1997,Unitarian,White,Professional degree,Education,Law,,,,Did not serve,,
Coleman,E.,Thomas,,,05/29/1943,,M,U.S. Representative,Republican,MO,6,01/04/1977,01/03/1993,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Coleman,Ronald,D.,,,11/29/1941,,M,U.S. Representative,Democrat,TX,16,01/03/1983,01/03/1997,Presbyterian,White,Professional degree,Education,Law,,,,Army,,
Collins,Cardiss,,,,09/24/1931,02/03/2013,F,U.S. Representative,Democrat,IL,7,06/05/1973,01/03/1997,Baptist,African American,Bachelor's degree,Business or banking,,,,,Did not serve,,
Combest,Larry,Ed,,,03/20/1945,,M,U.S. Representative,Republican,TX,19,01/03/1985,06/05/2003,Methodist,White,Bachelor's degree,Agriculture,Business or banking,Congressional Aide,Education,,Did not serve,,
Conte,Silvio,Otto,,,11/09/1921,02/08/1991,M,U.S. Representative,Republican,MA,1,01/07/1959,02/08/1991,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Conyers,John,,Jr.,,05/16/1929,,M,U.S. Representative,Democrat,MI,1,01/04/1965,01/03/1993,Baptist,African American,Bachelor's degree,Law,Public service/politics,,,,Army,National Guard,Reserve
Cooper,James,Hayes Shofner,,Jim,06/19/1954,,M,U.S. Representative,Democrat,TN,4,01/03/1983,01/03/1995,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Coughlin,Robert,Lawrence,,,04/11/1929,11/30/2001,M,U.S. Representative,Republican,PA,13,01/03/1969,01/03/1993,Episcopalian,White,Professional degree,Law,,,,,Marine Corps Reserve,,
Courter,James,Andrew,,Jim,10/14/1941,,M,U.S. Representative,Republican,NJ,12,01/03/1983,01/03/1991,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Coyne,William,J.,,,08/24/1936,,M,U.S. Representative,Democrat,PA,14,01/05/1981,01/03/2003,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Army,,
Craig,Larry,E.,,,07/20/1945,,M,U.S. Representative,Republican,ID,1,01/05/1981,01/03/1991,Methodist,White,Bachelor's degree,Agriculture,Real Estate,,,,National Guard,,
Cranston,Alan,,,,06/19/1914,12/31/2000,M,U.S. Senator,Democrat,CA,,01/03/1969,01/03/1993,Protestant,White,Bachelor's degree,Acting/entertainer,Journalism,Real Estate,,,Army,,
Crockett,George,William,Jr.,,08/10/1909,09/07/1997,M,U.S. Representative,Democrat,MI,13,11/04/1980,01/03/1991,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
D'Amato,Alfonse,M.,,,08/01/1937,,M,U.S. Senator,Republican,NY,,01/05/1981,01/03/1999,Roman Catholic,White,Bachelor's degree,Law,,,,,Army,,
Danforth,John,Claggett,,,09/05/1936,,M,U.S. Senator,Republican,MO,,01/04/1977,01/03/1995,Episcopalian,White,Professional degree,Clergy,Law,,,,Did not serve,,
Daniel,Wilbur,Clarence,,Dan,05/12/1914,01/23/1988,M,U.S. Representative,Democrat,VA,5,01/03/1969,01/23/1988,Baptist,White,High School graduate,Business or banking,,,,,Navy,,
Dannemeyer,William,Edwin,,,09/22/1929,,M,U.S. Representative,Republican,CA,39,01/15/1979,01/03/1993,Lutheran,White,Professional degree,Law,,,,,Army,,
Darden,George,,,Buddy,11/22/1943,,M,U.S. Representative,Democrat,GA,7,11/08/1983,01/01/1995,Methodist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Daschle,Thomas,Andrew,,,12/09/1947,,M,U.S. Representative,Democrat,SD,AL,01/03/1983,01/03/1987,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Air Force,,
Daub,Harold,John,Jr.,Hal,04/23/1941,,M,U.S. Representative,Republican,NE,2,01/05/1981,01/03/1989,Presbyterian,White,Professional degree,Agriculture,Law,,,,Army,,
de la Garza,Eligio,,II,Kika,09/22/1927,03/13/2017,M,U.S. Representative,Democrat,TX,15,01/04/1965,01/03/1997,Roman Catholic,Hispanic,Professional degree,Law,,,,,Army,Reserve,
DeConcini,Dennis,,,,05/08/1937,,M,U.S. Senator,Democrat,AZ,,01/04/1977,01/03/1995,Roman Catholic,White,Professional degree,Law,,,,,Army,,
DeLay,Thomas,D.,,Tom,04/08/1947,,M,U.S. Representative,Republican,TX,22,01/03/1985,06/09/2006,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Dellums,Ronald,V.,,,11/24/1935,07/30/2018,M,U.S. Representative,Democrat,CA,8,01/14/1975,01/04/1993,Protestant,African American,Master's degree,Public service/politics,,,,,Marine Corps,,
Derrick,Butler,Carson,Jr.,,09/30/1936,,M,U.S. Representative,Democrat,SC,3,01/14/1975,01/03/1995,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
DeWine,Michael,,,,01/05/1947,,M,U.S. Representative,Republican,OH,7,01/03/1983,01/03/1991,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Dicks,Norman,DeValois,,,12/16/1940,,M,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Dingell,John,David,Jr.,,07/08/1926,,M,U.S. Representative,Democrat,MI,16,01/04/1965,01/02/2003,Roman Catholic,White,Professional degree,Law,,,,,Army,,
DioGuardi,Joseph,J.,,,09/20/1940,,M,U.S. Representative,Republican,NY,20,01/03/1985,01/03/1989,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Army Reserve,,
Dixon,Julian,Carey,,,08/08/1934,12/08/2000,M,U.S. Representative,Democrat,CA,28,01/15/1979,01/04/1993,Episcopalian,African American,Bachelor's degree,Law,Public service/politics,,,,Army,,
Dodd,Christopher,J.,,,05/27/1944,,M,U.S. Senator,Democrat,CT,,01/05/1981,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,
Dole,Robert,Joseph,,Bob,07/22/1923,,M,U.S. Senator,Republican,KS,,01/03/1969,06/11/1996,Methodist,White,Professional degree,Law,,,,,Army,,
Domenici,Pete,Vichi,,,05/07/1932,09/13/2017,M,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Donnelly,Brian,J.,,,03/02/1946,,M,U.S. Representative,Democrat,MA,11,01/15/1979,01/03/1993,Roman Catholic,White,Bachelor's degree,Education,Sports,,,,Did not serve,,
Dorgan,Byron,Leslie,,,05/14/1942,,M,U.S. Representative,Democrat,ND,AL,01/05/1981,01/03/1993,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,
Dornan,Robert,K.,,,04/03/1933,,M,U.S. Representative,Republican,CA,38,01/03/1985,01/04/1993,Roman Catholic,White,High School graduate,Journalism,Misc.,,,,Air Force,Marine Corps,Reserve
Dowdy,Charles,Wayne,,,07/27/1943,,M,U.S. Representative,Democrat,MS,4,07/07/1981,01/03/1989,Methodist,White,Professional degree,Business or banking,Law,,,,Army Reserve,,
Downey,Thomas,J.,,,01/28/1949,,M,U.S. Representative,Democrat,NY,2,01/14/1975,01/03/1993,Methodist,White,Professional degree,Misc.,,,,,Did not serve,,
Dreier,David,T.,,,07/05/1952,,M,U.S. Representative,Republican,CA,33,01/03/1983,01/04/1993,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,
Duncan,John,James,,,03/24/1919,06/21/1988,M,U.S. Representative,Republican,TN,2,01/04/1965,06/21/1988,Presbyterian,White,Professional degree,Law,,,,,Army,,
Durbin,Richard,Joseph,,,11/21/1944,,M,U.S. Representative,Democrat,IL,20,01/03/1983,01/03/1997,Roman Catholic,White,Bachelor's degree,Law,,,,,Did not serve,,
Durenberger,David,F.,,,08/19/1934,,M,U.S. Senator,Republican,MN,,01/15/1979,01/03/1995,Roman Catholic,White,Professional degree,Business or banking,Law,,,,Army Reserve,,
Dwyer,Bernard,J.,,,01/24/1921,10/31/1998,M,U.S. Representative,Democrat,NJ,6,01/03/1983,01/03/1993,Roman Catholic,White,High School graduate,Business or banking,,,,,Navy,,
Dyson,Roy,P.,,,11/15/1948,,M,U.S. Representative,Democrat,MD,1,01/05/1981,01/03/1991,Roman Catholic,White,High School graduate,Business or banking,Congressional Aide,,,,Did not serve,,
Early,Joseph,D.,,,01/31/1933,11/09/2012,M,U.S. Representative,Democrat,MA,3,01/14/1975,01/03/1993,Roman Catholic,White,Bachelor's degree,Education,Sports,,,,Navy,,
East,John,Porter,,,05/05/1931,06/29/1986,M,U.S. Senator,Republican,NC,,01/05/1981,06/29/1986,Methodist,White,Professional degree,Education,Law,,,,Marine Corps,,
Eckart,Dennis,Edward,,,04/06/1950,,M,U.S. Representative,Democrat,OH,11,01/03/1983,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Eckert,Fred,J.,,,05/06/1941,,M,U.S. Representative,Republican,NY,30,01/03/1985,01/03/1987,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Edgar,Robert,William,,,05/29/1943,,M,U.S. Representative,Democrat,PA,7,01/14/1975,01/03/1987,Methodist,White,Master's degree,Clergy,,,,,Did not serve,,
Edwards,Don,,,,01/06/1915,10/01/2015,M,U.S. Representative,Democrat,CA,10,01/14/1975,01/04/1993,Unitarian,White,Professional degree,Business or banking,Law,Law Enforcement,,,Navy,,
Edwards,Marvin,H.,,Mickey,07/12/1937,,M,U.S. Representative,Republican,OK,5,01/04/1977,01/03/1993,Episcopalian,White,Professional degree,Journalism,Law,,,,Did not serve,,
Emerson,Norvell,William,,Bill,01/01/1938,06/22/1996,M,U.S. Representative,Republican,MO,8,01/03/1983,06/22/1996,Presbyterian,White,Professional degree,Congressional Aide,Public service/politics,,,,Air Force Reserve,,
English,Glenn,Lee,Jr.,,11/30/1940,,M,U.S. Representative,Democrat,OK,6,01/14/1975,01/07/1994,Methodist,White,Bachelor's degree,Business or banking,,,,,Army Reserve,,
Erdreich,Benjamin,Leader,,,12/09/1938,,M,U.S. Representative,Democrat,AL,6,01/03/1983,01/03/1993,Jewish,White,Professional degree,Law,,,,,Army,,
Evans,Daniel,Jackson,,,10/16/1925,,M,U.S. Senator,Republican,WA,,09/08/1983,01/02/1989,Congregationalist,White,Master's degree,Engineering,,,,,Navy Reserve,,
Evans,Lane,Allen,,,08/04/1951,,M,U.S. Representative,Democrat,IL,17,01/03/1983,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Marine Corps,,
Evans,Thomas,Cooper,,,05/26/1924,12/22/2005,M,U.S. Representative,Republican,IA,3,01/05/1981,01/03/1987,Methodist,White,Master's degree,Agriculture,Engineering,Military,,,Army,,
Exon,J.,James,Jr.,,08/09/1921,06/10/2005,M,U.S. Senator,Democrat,NE,,01/15/1979,01/03/1997,Episcopalian,White,High School graduate,Business or banking,,,,,Reserve,,
Fascell,Dante,Bruno,,,03/09/1917,11/28/1998,M,U.S. Representative,Democrat,FL,19,01/03/1983,01/03/1993,Protestant,White,Professional degree,Law,,,,,Army,,
Fawell,Harris,W.,,,03/25/1929,,M,U.S. Representative,Republican,IL,13,01/03/1985,01/03/1999,Methodist,White,Professional degree,Law,,,,,Did not serve,,
