Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Carson,Andre,,,,10/16/1974,,M,U.S. Representative,Democrat,IN,7,03/11/2008,01/03/2019,Muslim,African American,Master's degree,Business or banking,Law Enforcement,Public service/politics,,,Did not serve,,
Carter,John,,,,11/06/1941,,M,U.S. Representative,Republican,TX,31,01/03/2003,01/03/2019,Lutheran,White,Professional degree,Law,,,,,Did not serve,,
Casey,Robert,P.,Jr.,Bob,04/13/1960,,M,U.S. Senator,Democrat,PA,,01/03/2007,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Cassidy,Bill,,,,09/28/1957,,M,U.S. Representative,Republican,LA,6,01/06/2009,01/03/2015,Christian,White,Professional degree,Medicine,,,,,Did not serve,,
Castor,Kathy,,,,08/20/1966,,F,U.S. Representative,Democrat,FL,11,01/03/2007,01/03/2013,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Chabot,Steve,,,,01/22/1953,,M,U.S. Representative,Republican,OH,1,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,
Chaffetz,Jason,,,,03/26/1967,,M,U.S. Representative,Republican,UT,3,01/03/2009,06/30/2017,Mormon,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Chambliss,Saxby,,,,11/10/1943,,M,U.S. Senator,Republican,GA,,01/03/2003,01/03/2015,Episcopalian,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Chandler,A.,Ben,,Ben,09/12/1959,,M,U.S. Representative,Democrat,KY,6,02/17/2004,01/03/2013,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Chu,Judy,,,,07/07/1953,,F,U.S. Representative,Democrat,CA,32,07/16/2009,01/03/2013,Not specified,Asian American,Professional degree,Education,,,,,Did not serve,,
Cicilline,David,,,,07/15/1961,,M,U.S. Representative,Democrat,RI,1,01/03/2011,01/03/2019,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Clarke,Hansen,,,,03/02/1957,,M,U.S. Representative,Democrat,MI,13,01/03/2011,01/02/2013,Roman Catholic,African American,Professional degree,Law,,,,,Did not serve,,
Clarke,Yvette,D.,,,11/21/1964,,F,U.S. Representative,Democrat,NY,11,01/03/2007,01/03/2013,Christian,African American,High School graduate,Public service/politics,,,,,Did not serve,,
Clay,William,Lacy,Jr.,,07/27/1956,,M,U.S. Representative,Democrat,MO,1,01/03/2001,01/03/2019,Roman Catholic,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Cleaver,Emanuel,,II,,10/26/1944,,M,U.S. Representative,Democrat,MO,5,01/03/2005,01/03/2019,Methodist,African American,Master's degree,Acting/entertainer,Clergy,,,,Did not serve,,
Clyburn,James,E.,,,07/21/1940,,M,U.S. Representative,Democrat,SC,6,01/05/1993,01/03/2019,African Methodist Episcopalian,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Coats,Daniel,R.,,,05/16/1943,,M,U.S. Senator,Republican,IN,,01/03/2011,01/03/2017,Presbyterian,White,Professional degree,Business or banking,Congressional Aide,Law,,,Army Corps of Engineers,,
Coble,Howard,,,,03/18/1931,11/03/2015,M,U.S. Representative,Republican,NC,6,01/03/1985,01/03/2015,Presbyterian,White,Professional degree,Business or banking,Law,,,,Coast Guard,Reserve,Reserve
Coburn,Tom,A.,,,03/14/1948,,M,U.S. Senator,Republican,OK,,01/03/2005,01/03/2015,Baptist,White,Professional degree,Business or banking,Medicine,,,,Did not serve,,
Cochran,William,Thad,,Thad,12/07/1937,,M,U.S. Senator,Republican,MS,,01/03/1979,04/01/2018,Baptist,White,Professional degree,Law,,,,,Navy,,
Coffman,Mike,,,,02/27/1955,,M,U.S. Representative,Republican,CO,6,01/06/2009,01/03/2019,United Methodist,White,Bachelor's degree,Real Estate,,,,,Army,Army Reserves,Marine Corps
Cohen,Stephen,I.,,,05/24/1949,,M,U.S. Representative,Democrat,TN,9,01/03/2007,01/03/2019,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Cole,Thomas,J.,,Tom,04/28/1949,,M,U.S. Representative,Republican,OK,4,01/03/2003,01/03/2019,Methodist,Native American,Doctorate degree,Education,,,,,Did not serve,,
Collins,Susan,Margaret,,,12/07/1952,,F,U.S. Senator,Republican,ME,,01/07/1997,01/03/2021,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,Public service/politics,,,Did not serve,,
Conaway,Michael,K.,,Mike,06/11/1948,,M,U.S. Representative,Republican,TX,11,01/03/2005,01/03/2019,Baptist,White,Bachelor's degree,Business or banking,,,,,Army,,
Connolly,Gerald,E.,,,03/30/1950,,M,U.S. Representative,Democrat,VA,11,01/06/2009,01/03/2019,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Conrad,Kent,,,,05/12/1948,,M,U.S. Senator,Democrat,ND,,01/06/1987,01/03/2013,Unitarian,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Conyers,John,,Jr.,,05/16/1929,,M,U.S. Representative,Democrat,MI,14,01/05/1993,01/03/2013,Baptist,African American,Bachelor's degree,Law,Public service/politics,,,,Army,National Guard,Reserve
Coons,Chris,A.,,,09/09/1963,,M,U.S. Senator,Democrat,DE,,11/15/2010,01/03/2021,Presbyterian,White,Master's degree,Education,Law,,,,Did not serve,,
Cooper,James,Hayes Shofner,,Jim,06/19/1954,,M,U.S. Representative,Democrat,TN,5,01/03/2003,01/03/2019,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Corker,Bob,,,,08/24/1952,,M,U.S. Senator,Republican,TN,,01/03/2007,01/03/2019,Protestant,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Cornyn,John,,,,02/02/1952,,M,U.S. Senator,Republican,TX,,12/02/2002,01/03/2021,Church of Christ,White,Professional degree,Law,,,,,Did not serve,,
Costa,Jim,,,,04/13/1952,,M,U.S. Representative,Democrat,CA,20,01/03/2005,01/03/2013,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Costello,Jerry,F.,,,09/25/1949,,M,U.S. Representative,Democrat,IL,12,01/04/1993,01/03/2013,Roman Catholic,White,Master's degree,Law Enforcement,,,,,Did not serve,,
Courtney,Joe,,,,04/06/1953,,M,U.S. Representative,Democrat,CT,2,01/03/2007,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Crapo,Michael,D.,,,05/20/1951,,M,U.S. Senator,Republican,ID,,01/03/1999,01/03/2023,Mormon,White,Professional degree,Law,,,,,Did not serve,,
Cravaack,Chip,,,,01/29/1959,,M,U.S. Representative,Republican,MN,8,01/03/2011,01/02/2013,Roman Catholic,White,Master's degree,Military,,,,,U.S. Naval Reserve,,
Crawford,Rick,,,,01/22/1966,,M,U.S. Representative,Republican,AR,1,01/03/2011,01/03/2019,Southern Baptist,White,Bachelor's degree,Journalism,,,,,U.S. Army,,
Crenshaw,Ander,,,,11/01/1944,,M,U.S. Representative,Republican,FL,4,01/03/2001,01/03/2017,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,
Critz,Mark,,,,01/05/1962,,M,U.S. Representative,Democrat,PA,12,05/18/2010,01/03/2013,Not specified,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Crowley,Joseph,,,,03/16/1962,,M,U.S. Representative,Democrat,NY,7,01/03/1999,01/03/2013,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Cuellar,Henry,,,,09/19/1955,,M,U.S. Representative,Democrat,TX,28,01/03/2005,01/03/2019,Roman Catholic,Hispanic,Doctorate degree,Law,,,,,Did not serve,,
Culberson,John,,,,08/24/1956,,M,U.S. Representative,Republican,TX,7,01/03/2001,01/03/2019,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Cummings,Elijah,E.,,,01/18/1951,,M,U.S. Representative,Democrat,MD,7,04/16/1996,01/03/2019,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
Curson,David,,,,11/04/1948,,M,U.S. Representative,Democrat,MI,11,11/06/2012,01/02/2013,Not specified,White,High School graduate,Labor leader,,,,,US Marine Corp,,
Davis,Danny,K.,,,09/06/1941,,M,U.S. Representative,Democrat,IL,7,01/07/1997,01/03/2019,Baptist,African American,Doctorate degree,Education,Medicine,Public service/politics,,,Did not serve,,
Davis,Geoff,,,,10/26/1958,,M,U.S. Representative,Republican,KY,4,01/03/2005,07/31/2012,Baptist,White,Bachelor's degree,Business or banking,,,,,Army,,
Davis,Susan,A.,,,04/13/1944,,F,U.S. Representative,Democrat,CA,53,01/03/2003,01/03/2019,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
DeFazio,Peter,A.,,,05/27/1947,,M,U.S. Representative,Democrat,OR,4,01/06/1987,01/03/2019,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Air Force,,
DeGette,Diana,,,,07/29/1957,,F,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
DeLauro,Rosa,L.,,,03/02/1943,,F,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2019,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,
DelBene,Suzan,,,,02/17/1962,,F,U.S. Representative,Democrat,WA,1,11/06/2012,01/03/2019,Episcopalian,White,Master's degree,Business or banking,Computers/technology,,,,Did not serve,,
DeMint,James,W,,,09/02/1951,,M,U.S. Senator,Republican,SC,,01/03/2011,01/01/2013,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,
Denham,Jeff,,,,07/29/1967,,M,U.S. Representative,Republican,CA,19,01/03/2011,01/02/2013,Presbyterian,White,Bachelor's degree,Business or banking,,,,,U.S. Air Force; U.S. Air Force Reserve,,
Dent,Charles,Wieder,,,05/24/1960,,M,U.S. Representative,Republican,PA,15,01/03/2005,01/03/2019,Presbyterian,White,Master's degree,Congressional Aide,,,,,Did not serve,,
DesJarlais,Scott,,,,02/21/1964,,M,U.S. Representative,Republican,TN,4,01/03/2011,01/03/2019,Episcopalian,White,Professional degree,Medicine,,,,,Did not serve,,
Deutch,Ted,,,,05/07/1966,,M,U.S. Representative,Democrat,FL,19,04/13/2010,01/03/2013,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Diaz-Balart,Mario,,,,09/25/1961,,M,U.S. Representative,Republican,FL,21,01/03/2011,01/02/2013,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,
Dicks,Norman,DeValois,,,12/16/1940,,M,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Dingell,John,David,Jr.,,07/08/1926,,M,U.S. Representative,Democrat,MI,15,01/03/2003,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Doggett,Lloyd,,,,10/06/1946,,M,U.S. Representative,Democrat,TX,25,01/04/2005,01/03/2013,Methodist,White,Master's degree,Education,Law,Public service/politics,,,Did not serve,,
Dold,Robert,,,,06/23/1969,,M,U.S. Representative,Republican,IL,10,01/03/2011,01/02/2013,Christian,White,Professional degree,Business or banking,,,,,Did not serve,,
Donnelly,Joe,,,,09/28/1955,,M,U.S. Representative,Democrat,IN,2,01/03/2007,01/03/2013,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,
Doyle,Michael,F.,,Mike,08/05/1953,,M,U.S. Representative,Democrat,PA,14,01/03/2003,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Dreier,David,T.,,,07/05/1952,,M,U.S. Representative,Republican,CA,26,01/03/2003,01/03/2013,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,
Duffy,Sean,P.,,,10/03/1971,,M,U.S. Representative,Republican,WI,7,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Duncan,Jeff,,,,01/07/1966,,M,U.S. Representative,Republican,SC,3,01/03/2011,01/03/2019,Baptist,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Duncan,John,J.,Jr.,"Jimmy, Jr.",07/21/1947,,M,U.S. Representative,Republican,TN,2,01/03/1989,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Army National Guard,,
Durbin,Richard,Joseph,,,11/21/1944,,M,U.S. Senator,Democrat,IL,,01/07/1997,01/03/2021,Roman Catholic,White,Bachelor's degree,Law,,,,,Did not serve,,
