Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Beckworth,Lindley,Gary,,,06/30/1913,03/09/1984,M,U.S. Representative,Democrat,TX,3,01/03/1945,01/03/1967,Baptist,White,Professional degree,Education,Law,,,,Did not serve,,
Belcher,Page,Henry,,,04/21/1899,08/02/1980,M,U.S. Representative,Republican,OK,1,01/03/1953,01/03/1973,Methodist,White,Professional degree,Law,,,,,World War I veteran,,
Bennett,Charles,Edward,,,12/02/1910,09/06/2003,M,U.S. Representative,Democrat,FL,2,01/03/1949,01/03/1967,Disciples of Christ,White,Professional degree,Law,Public service/politics,,,,Army,,
Bennett,John,Bonifas,,,01/10/1904,08/09/1964,M,U.S. Representative,Republican,MI,12,01/03/1947,08/09/1964,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Bennett,Wallace,Foster,,,11/13/1898,12/19/1993,M,U.S. Senator,Republican,UT,,01/03/1951,01/03/1975,Mormon,White,Bachelor's degree,Business or banking,,,,,Army,,
Bentley,Alvin,Morell,,,08/30/1918,04/10/1969,M,U.S. Representative,Republican,MI,8,01/03/1953,01/03/1961,Congregationalist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Berry,Ellis,Yarnal,,,10/06/1902,04/01/1999,M,U.S. Representative,Republican,SD,2,01/03/1951,01/03/1972,Congregationalist,White,Professional degree,Journalism,Law,Public service/politics,,,Did not serve,,
Betts,Jackson,E.,,,05/26/1904,08/13/1993,M,U.S. Representative,Republican,OH,8,01/03/1951,01/03/1973,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Bible,Alan,Harvey,,,11/20/1909,09/12/1988,M,U.S. Senator,Democrat,NV,,12/02/1954,01/03/1975,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Blakley,William,A.,,,11/17/1898,01/05/1976,M,U.S. Senator,Democrat,TX,,01/17/1957,04/28/1957,Not specified,White,High School graduate,Law,,,,,,,
Blatnik,John,Anton,,,08/17/1911,12/17/1991,M,U.S. Representative,Democrat,MN,8,01/03/1947,01/03/1975,Roman Catholic,White,Bachelor's degree,Education,,,,,Army,,
Blitch,Iris,Faircloth,,,04/25/1912,08/19/1993,F,U.S. Representative,Democrat,GA,8,01/05/1955,01/03/1963,Methodist,White,Unknown,Agriculture,Business or banking,,,,Did not serve,,
Boggs,Thomas,Hale,Sr.,,02/15/1914,01/03/1973,M,U.S. Representative,Democrat,LA,2,01/03/1947,01/03/1973,Roman Catholic,White,Bachelor's degree,Law,,,,,Navy Reserve,,
Boland,Edward,Patrick,,,10/01/1911,11/04/2001,M,U.S. Representative,Democrat,MA,2,01/03/1953,01/03/1989,Roman Catholic,White,Professional degree,Public service/politics,,,,,Army,,
Bolling,Richard,Walker,,,05/17/1916,04/21/1991,M,U.S. Representative,Democrat,MO,5,01/03/1949,01/03/1983,Episcopalian,White,Master's degree,Acting/entertainer,Education,,,,Army,,
Bolton,Frances,Payne,,,03/29/1885,03/09/1977,M,U.S. Representative,Republican,OH,22,01/03/1945,01/03/1969,Presbyterian,White,High School graduate,Education,Medicine,Public service/politics,,,Did not serve,,
Bolton,Oliver,Payne,,,02/22/1917,12/13/1972,M,U.S. Representative,Republican,OH,11,01/03/1953,01/03/1965,Episcopalian,White,Professional degree,Business or banking,Law,,,,National Guard-Ohio,,
Bolton,William,P.,,,07/02/1885,11/22/1964,M,U.S. Representative,Democrat,MD,2,01/03/1949,01/03/1969,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Bonner,Herbert,Covington,,,05/16/1891,11/07/1965,M,U.S. Representative,Democrat,NC,1,01/03/1945,11/07/1965,Episcopalian,White,Bachelor's degree,Agriculture,Business or banking,Congressional Aide,,,Army,,
Bosch,Albert,Henry,,,10/30/1908,11/21/2005,M,U.S. Representative,Republican,NY,5,01/03/1953,12/31/1960,Lutheran,White,Professional degree,Law,,,,,Did not serve,,
Bow,Frank,Townsend,,,02/20/1901,11/13/1972,M,U.S. Representative,Republican,OH,16,01/03/1951,01/03/1973,Presbyterian,White,Doctorate degree,Congressional Aide,Journalism,Law,,,Did not serve,,
Bowler,James,B.,,,02/05/1875,07/18/1957,M,U.S. Representative,Democrat,IL,7,07/13/1953,07/18/1957,Not specified,White,High School graduate,Business or banking,Public service/politics,Sports,,,Did not serve,,
Boykin,Frank,William,,,02/21/1885,03/12/1969,M,U.S. Representative,Democrat,AL,1,01/03/1945,01/03/1963,Methodist,White,High School graduate,Agriculture,Misc.,Real Estate,,,Did not serve,,
Boyle,Charles,Augustus,,,08/13/1907,11/04/1959,M,U.S. Representative,Democrat,IL,12,01/05/1955,11/04/1959,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Bray,William,Gilmer,,,06/17/1903,06/04/1979,M,U.S. Representative,Republican,IN,7,01/03/1951,01/03/1967,Quaker,White,Professional degree,Law,,,,,Army,,
Breeding,James,Floyd,,,09/28/1901,10/17/1977,M,U.S. Representative,Democrat,KS,5,01/03/1957,01/03/1963,Protestant,White,High School graduate,Agriculture,,,,,Did not serve,,
Bricker,John,William,,,09/06/1893,03/22/1986,M,U.S. Senator,Republican,OH,,01/03/1947,01/03/1959,Not specified,White,Professional degree,Law,,,,,Army,,
Bridges,Henry,Styles,,,09/09/1898,11/26/1961,M,U.S. Senator,Republican,NH,,01/06/1943,11/26/1961,Congregationalist,White,Bachelor's degree,Business or banking,Education,Misc.,,,Army Reserve,,
Brooks,Jack,B.,,,12/18/1922,12/04/2012,M,U.S. Representative,Democrat,TX,2,01/03/1953,01/03/1967,Methodist,White,Professional degree,Law,,,,,Marine Corps,Reserve,
Brooks,Overton,,,,12/21/1897,09/16/1961,M,U.S. Representative,Democrat,LA,4,01/03/1945,09/16/1961,Episcopalian,White,Professional degree,Law,,,,,Army,,
Broomfield,William,S.,,,04/28/1922,,M,U.S. Representative,Republican,MI,18,01/03/1957,01/02/1973,Presbyterian,White,Bachelor's degree,Business or banking,Real Estate,,,,Army Air Corps,,
Brown,Charles,Harrison,,,10/22/1920,06/10/2003,M,U.S. Representative,Democrat,MO,7,01/03/1957,01/03/1961,Presbyterian,White,Unknown,Business or banking,,,,,Did not serve,,
Brown,Clarence,J.,Sr.,,07/14/1893,08/23/1965,M,U.S. Representative,Republican,OH,7,01/03/1945,08/23/1965,Methodist,White,Professional degree,Agriculture,Journalism,,,,Did not serve,,
Brown,Paul,,,,03/31/1880,09/24/1961,M,U.S. Representative,Democrat,GA,10,01/03/1945,01/03/1961,Methodist,White,Professional degree,Agriculture,Law,,,,Did not serve,,
Brownson,Charles,Bruce,,,02/05/1914,08/04/1988,M,U.S. Representative,Republican,IN,11,01/03/1951,01/03/1959,Presbyterian,White,Bachelor's degree,Journalism,Military,,,,Army,Army Reserve,Army Reserve
Broyhill,Joel,Thomas,,,11/04/1919,09/24/2006,M,U.S. Representative,Republican,VA,10,01/03/1953,01/03/1975,Lutheran,White,High School graduate,Business or banking,Real Estate,,,,Army,,
Buckley,Charles,Anthony,,,06/23/1890,01/22/1967,M,U.S. Representative,Democrat,NY,24,01/03/1953,01/08/1963,Roman Catholic,White,High School graduate,Construction/building trades,,,,,Did not serve,,
Budge,Hamer,Harold,,,11/21/1910,07/23/2003,M,U.S. Representative,Republican,ID,2,01/03/1951,01/03/1961,Mormon,White,Professional degree,Law,,,,,Navy,,
Burdick,Usher,Lloyd,,,02/21/1879,08/19/1960,M,U.S. Representative,Republican,ND,AL,01/03/1949,01/03/1959,Not specified,White,Professional degree,Agriculture,Education,Law,,,Did not serve,,
Burleson,Omar,Truman,,,03/19/1906,05/14/1991,M,U.S. Representative,Democrat,TX,17,01/03/1947,01/03/1979,Church of Christ,White,Professional degree,Congressional Aide,Law,Law Enforcement,,,Navy,,
Bush,Alvin,Ray,,,06/04/1893,11/05/1959,M,U.S. Representative,Republican,PA,17,01/03/1953,11/05/1959,Methodist,White,High School graduate,Agriculture,Business or banking,Misc.,,,Army,,
Bush,Prescott,Sheldon,,,05/15/1895,10/08/1972,M,U.S. Senator,Republican,CT,,01/03/1953,01/02/1963,Episcopalian,White,Bachelor's degree,Business or banking,,,,,National Guard-Connecticut,,
Butler,John,Marshall,,,07/21/1897,03/14/1978,M,U.S. Senator,Republican,MD,,01/03/1951,01/03/1963,Methodist,White,Professional degree,Law,,,,,Army,,
Byrd,Harry,Flood,,,06/10/1887,10/20/1966,M,U.S. Senator,Democrat,VA,,03/04/1933,11/10/1965,Episcopalian,White,High School graduate,Agriculture,Journalism,,,,Did not serve,,
Byrd,Robert,Carlyle,,,11/20/1917,06/28/2010,M,U.S. Representative,Democrat,WV,6,01/03/1953,01/03/1959,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Byrne,Emmet,Francis,,,12/06/1896,09/25/1974,M,U.S. Representative,Republican,IL,3,01/03/1957,01/03/1959,Not specified,White,Professional degree,Law,,,,,World War I veteran,,
Byrne,James,Aloysius,,,06/22/1906,09/03/1980,M,U.S. Representative,Democrat,PA,3,01/03/1953,01/03/1973,Roman Catholic,White,High School graduate,Law Enforcement,Misc.,,,,Did not serve,,
Byrnes,John,William,,,06/12/1913,01/12/1985,M,U.S. Representative,Republican,WI,8,01/03/1945,01/03/1973,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Canfield,Gordon,,,,04/15/1898,06/20/1972,M,U.S. Representative,Republican,NJ,8,01/03/1945,01/03/1961,Reformed Church,White,Professional degree,Congressional Aide,Journalism,Law,,,Army,,
Cannon,Clarence,Andrew,,,04/11/1879,05/12/1964,M,U.S. Representative,Democrat,MO,9,01/03/1945,05/12/1964,Baptist,White,Professional degree,Congressional Aide,Education,Law,,,Did not serve,,
Capehart,Homer,Earl,,,06/06/1897,09/03/1979,M,U.S. Senator,Republican,IN,,01/03/1945,01/03/1963,Lutheran,White,High School graduate,Business or banking,,,,,Army,,
Carlson,Frank,,,,01/23/1893,05/30/1987,M,U.S. Senator,Republican,KS,,11/29/1950,01/03/1969,Baptist,White,High School graduate,Agriculture,Business or banking,,,,Army,,
Carnahan,Albert,Sidney Johnson,,,01/09/1897,03/24/1968,M,U.S. Representative,Democrat,MO,8,01/03/1949,01/03/1961,Baptist,White,Master's degree,Education,,,,,Navy,,
Carrigg,Joseph,Leonard,,,02/23/1901,02/06/1989,M,U.S. Representative,Republican,PA,10,01/03/1953,01/03/1959,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Carroll,John,Albert,,,07/30/1901,08/31/1983,M,U.S. Senator,Democrat,CO,,01/03/1957,01/03/1963,Protestant,White,Professional degree,Law,,,,,Army,,
Case,Clifford,Philip,,,04/16/1904,03/05/1982,M,U.S. Senator,Republican,NJ,,01/05/1955,01/03/1979,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Case,Francis,Higbee,,,12/09/1896,06/22/1962,M,U.S. Senator,Republican,SD,,01/03/1951,06/22/1962,Methodist,White,Bachelor's degree,Journalism,,,,,Marine Corps and Reserve,,
Cederberg,Elford,Albin,,,03/06/1918,04/17/2006,M,U.S. Representative,Republican,MI,10,01/03/1953,01/03/1979,Evangelical,White,High School graduate,Business or banking,,,,,Army,,
Celler,Emanuel,,,,05/06/1888,01/15/1981,M,U.S. Representative,Democrat,NY,11,01/03/1953,01/08/1963,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Chamberlain,Charles,Ernest,,,07/22/1917,11/25/2002,M,U.S. Representative,Republican,MI,6,01/03/1957,01/03/1975,Protestant,White,Professional degree,Law,Public service/politics,,,,Coast Guard,,
Chavez,Dennis,,,,04/08/1888,11/18/1962,M,U.S. Senator,Democrat,NM,,01/03/1945,11/18/1962,Roman Catholic,Hispanic,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Chelf,Frank,Leslie,,,09/22/1907,09/01/1982,M,U.S. Representative,Democrat,KY,4,01/03/1945,01/03/1967,Presbyterian,White,Professional degree,Law,,,,,Army,,
Chenoweth,John,Edgar,,,08/17/1897,01/02/1986,M,U.S. Representative,Republican,CO,3,01/03/1945,01/03/1965,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Chiperfield,Robert,Bruce,,,11/20/1899,04/09/1971,M,U.S. Representative,Republican,IL,19,01/03/1949,01/03/1963,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Christopher,George,Henry,,,12/09/1888,01/23/1959,M,U.S. Representative,Democrat,MO,4,01/05/1955,01/23/1959,Not specified,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Chudoff,Earl,,,,11/16/1907,05/17/1993,M,U.S. Representative,Democrat,PA,4,01/03/1949,01/05/1958,Not specified,White,Professional degree,Business or banking,Law,,,,Coast Guard Reserve,,
Church,Frank,Forrester,,,07/25/1924,04/07/1984,M,U.S. Senator,Democrat,ID,,01/03/1957,01/03/1981,Presbyterian,White,Professional degree,Law,,,,,Army,,
Church,Marguerite,Stitt,,,09/13/1892,05/26/1990,F,U.S. Representative,Republican,IL,13,01/03/1951,01/03/1963,Methodist,White,Master's degree,Education,,,,,Did not serve,,
Clark,Frank,Monroe,,,12/24/1915,06/17/2003,M,U.S. Representative,Democrat,PA,25,01/05/1955,01/03/1975,Presbyterian,White,High School graduate,Law Enforcement,,,,,Army Air Corps,,
Clark,Joseph,Sill,,,10/21/1901,01/12/1990,M,U.S. Senator,Democrat,PA,,01/03/1957,01/03/1969,Unitarian,White,Professional degree,Law,Public service/politics,,,,Army Air Corps,,
Clevenger,Cliff,,,,08/20/1885,12/13/1960,M,U.S. Representative,Republican,OH,5,01/03/1945,01/03/1959,Not specified,White,High School graduate,Business or banking,,,,,Did not serve,,
Coad,Merwin,,,,09/28/1924,,M,U.S. Representative,Democrat,IA,6,01/03/1957,01/03/1963,Disciples of Christ,White,Bachelor's degree,Clergy,,,,,Did not serve,,
Coffin,Frank,Morey,,,07/11/1919,,M,U.S. Representative,Democrat,ME,2,01/03/1957,01/03/1961,Baptist,White,Professional degree,Law,,,,,Navy,,
Cole,William,Sterling,,,04/18/1904,03/15/1987,M,U.S. Representative,Republican,NY,37,01/03/1953,12/31/1957,Presbyterian,White,Professional degree,Education,Law,,,,Navy Reserve,,
Collier,Harold,Reginald,,,12/12/1915,01/17/2006,M,U.S. Representative,Republican,IL,10,01/03/1957,01/03/1973,Methodist,White,Bachelor's degree,Business or banking,Misc.,Public service/politics,,,Did not serve,,
Colmer,William,Meyers,,,02/11/1890,09/09/1980,M,U.S. Representative,Democrat,MS,6,01/03/1933,01/08/1963,Methodist,White,Professional degree,Education,Law,,,,Army,,
Cooley,Harold,Dunbar,,,07/26/1897,01/15/1974,M,U.S. Representative,Democrat,NC,4,01/03/1945,12/30/1966,Baptist,White,Professional degree,Law,,,,,Navy Air Corps,,
Cooper,Jere,,,,07/20/1893,12/18/1957,M,U.S. Representative,Democrat,TN,8,01/03/1953,12/18/1957,Presbyterian,White,Professional degree,Law,,,,,National Guard,,
Cooper,John,Sherman,,,08/23/1901,02/21/1991,M,U.S. Senator,Republican,KY,,01/03/1947,01/03/1973,Baptist,White,Professional degree,Law,,,,,Army,,
Corbett,Robert,James,,,08/25/1905,04/25/1971,M,U.S. Representative,Republican,PA,29,01/03/1953,01/08/1963,Presbyterian,White,Master's degree,Congressional Aide,Education,Law Enforcement,,,Did not serve,,
Cotton,Norris,R.,,,05/11/1900,02/24/1989,M,U.S. Senator,Republican,NH,,11/08/1954,12/31/1974,Congregationalist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Coudert,Frederick,Ren&eacute;,Jr.,,05/07/1898,05/21/1972,M,U.S. Representative,Republican,NY,17,01/03/1947,01/03/1959,Not specified,White,Professional degree,Law,,,,,Army,,
Cramer,William,Cato,,,08/04/1922,10/18/2003,M,U.S. Representative,Republican,FL,1,01/05/1955,01/08/1963,Methodist,White,Professional degree,Law,,,,,Navy Reserve,,
Cretella,Albert,William,,,04/22/1897,05/24/1979,M,U.S. Representative,Republican,CT,3,01/03/1953,01/03/1959,Not specified,White,Professional degree,Law,,,,,Navy,,
Crippa,Edward,David,,,04/08/1899,10/20/1960,M,U.S. Senator,Republican,WY,,06/28/1954,01/03/1961,Not specified,White,High School graduate,Business or banking,,,,,Army,,
Cunningham,Glenn,Clarence,,,09/10/1912,12/18/2003,M,U.S. Representative,Republican,NE,2,01/03/1957,01/03/1972,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Cunningham,Paul,Harvey,,,06/15/1890,07/16/1961,M,U.S. Representative,Republican,IA,5,01/03/1945,01/03/1959,Presbyterian,White,Professional degree,Law,,,,,National Guard-Iowa,,
Curtin,Willard,Sevier,,,11/28/1905,02/04/1996,M,U.S. Representative,Republican,PA,8,01/03/1957,01/03/1967,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Curtis,Carl,Thomas,,,03/15/1905,01/24/2000,M,U.S. Senator,Republican,NE,,01/01/1955,01/03/1979,Presbyterian,White,Professional degree,Education,Law,,,,Did not serve,,
Curtis,Laurence,,,,09/03/1893,07/11/1989,M,U.S. Representative,Republican,MA,10,01/03/1953,01/03/1963,Episcopalian,White,Professional degree,Law,,,,,Navy,,
Curtis,Thomas,Bradford,,,05/14/1911,01/10/1993,M,U.S. Representative,Republican,MO,2,01/03/1953,01/03/1969,Unitarian,White,Professional degree,Law,,,,,Army,Navy,
Dague,Paul,Bartram,,,05/19/1898,12/02/1974,M,U.S. Representative,Republican,PA,9,01/03/1947,12/30/1966,Presbyterian,White,Bachelor's degree,Law Enforcement,Public service/politics,,,,Marine Corps,,
Daniel,Price,Marion,,,10/10/1910,08/25/1988,M,U.S. Senator,Democrat,TX,,01/03/1953,01/14/1957,Baptist,White,Professional degree,Business or banking,,,,,Army,,
Davis,Clifford,,,,11/18/1897,06/08/1970,M,U.S. Representative,Democrat,TN,9,01/03/1953,01/03/1965,Baptist,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
Davis,James,Curran,,,05/17/1895,12/18/1981,M,U.S. Representative,Democrat,GA,5,01/03/1947,01/03/1963,Methodist,White,High School graduate,Business or banking,Law,,,,Marine Corps,,
Dawson,William,Adams,,,11/05/1903,11/07/1981,M,U.S. Representative,Republican,UT,2,01/03/1947,01/03/1959,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Dawson,William,Levi,,,04/26/1886,11/09/1970,M,U.S. Representative,Democrat,IL,1,01/06/1943,11/09/1970,Christian Scientist,African American,Professional degree,Law,Public service/politics,,,,Army,,
Delaney,James,Joseph,,,03/19/1901,05/24/1987,M,U.S. Representative,Democrat,NY,7,01/03/1953,01/08/1963,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Dellay,Vincent,John,,,06/23/1907,04/16/1999,M,U.S. Representative,Republican,NJ,14,01/03/1957,10/28/1957,Not specified,White,High School graduate,Business or banking,Public service/politics,,,,National Guard-New Jersey,,
Dellay,Vincent,John,,,06/23/1907,04/16/1999,M,U.S. Representative,Democrat,NJ,14,10/29/1957,01/03/1959,Not specified,White,High School graduate,Business or banking,Public service/politics,,,,National Guard-New Jersey,,
Dempsey,John,Joseph,,,06/22/1879,03/11/1958,M,U.S. Representative,Democrat,NM,AL,01/03/1951,03/11/1958,Not specified,White,Unknown,Business or banking,,,,,Did not serve,,
Dennison,David,Short,,,07/29/1918,09/21/2001,M,U.S. Representative,Republican,OH,11,01/03/1957,01/03/1959,Not specified,White,Professional degree,Law,,,,,Army,Army Air Corps,
Dent,John,Herman,,,03/10/1908,04/09/1988,M,U.S. Representative,Democrat,PA,21,01/27/1958,01/03/1979,Roman Catholic,White,High School graduate,Labor leader,,,,,Marine Corps,,
Denton,Winfield,Kirkpatrick,,,10/28/1896,11/02/1971,M,U.S. Representative,Democrat,IN,8,01/03/1949,12/30/1966,Methodist,White,Professional degree,Law,,,,,Army Air Corps,,
Derounian,Steven,Boghas,,,04/06/1918,,M,U.S. Representative,Republican,NY,2,01/03/1953,01/08/1963,Presbyterian,White,Professional degree,Law,,,,,Army,,
Devereux,James,Patrick Sinnott,,,02/20/1903,08/05/1988,M,U.S. Representative,Republican,MD,2,01/03/1951,01/03/1959,Not specified,White,High School graduate,Agriculture,Military,Public service/politics,,,Marine Corps,,
Dies,Martin,,Jr.,,11/05/1900,11/14/1972,M,U.S. Representative,Democrat,TX,AL,01/03/1953,01/03/1959,Not specified,White,Professional degree,Agriculture,Education,Law,,,Did not serve,,
