Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Byrd,Robert,Carlyle,,,11/20/1917,06/28/2010,M,U.S. Senator,Democrat,WV,,01/07/1959,06/28/2010,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Calvert,Ken,,,,06/08/1953,,M,U.S. Representative,Republican,CA,44,01/03/2003,01/03/2013,Protestant,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,
Camp,Dave,L.,,,07/09/1953,,M,U.S. Representative,Republican,MI,4,01/05/1993,01/03/2015,Roman Catholic,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Campbell,Ben,Nighthorse,,,04/13/1933,,M,U.S. Senator,Republican,CO,,03/03/1995,01/02/2005,Not specified,Native American,Bachelor's degree,Agriculture,Business or banking,Education,,,Air Force,,
Cannon,Christopher,B.,,,10/20/1950,,M,U.S. Representative,Republican,UT,3,01/07/1997,01/05/2009,Mormon,White,Bachelor's degree,Business or banking,Law,,,,Did not serve,,
Cantor,Eric,I.,,,06/06/1963,,M,U.S. Representative,Republican,VA,7,01/03/2001,08/18/2014,Jewish,White,Professional degree,Real Estate,,,,,Did not serve,,
Cantwell,Maria,E.,,,10/13/1958,,F,U.S. Senator,Democrat,WA,,01/03/2001,01/03/2019,Roman Catholic,White,Bachelor's degree,Misc.,,,,,Did not serve,,
Capito,Shelley,Moore,,,11/26/1953,,F,U.S. Representative,Republican,WV,2,01/03/2001,01/03/2015,Presbyterian,White,Master's degree,Education,,,,,Did not serve,,
Capps,Lois,,,,01/10/1938,,F,U.S. Representative,Democrat,CA,23,01/03/2001,01/03/2013,Lutheran,White,Master's degree,Education,Medicine,,,,Did not serve,,
Capuano,Michael,Everett,,,01/09/1952,,M,U.S. Representative,Democrat,MA,8,01/03/1999,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Cardin,Benjamin,L.,,,10/05/1943,,M,U.S. Representative,Democrat,MD,3,01/06/1987,01/02/2007,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Cardoza,Dennis,A.,,,03/21/1959,,M,U.S. Representative,Democrat,CA,18,01/03/2003,08/15/2012,Roman Catholic,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Carper,Thomas,Richard,,,01/23/1947,,M,U.S. Senator,Democrat,DE,,01/03/2001,01/03/2019,Presbyterian,White,Master's degree,Public service/politics,,,,,Navy,Reserve,
Carson,Brad,,,,03/11/1967,,M,U.S. Representative,Democrat,OK,2,01/03/2001,01/03/2005,Baptist,White,Professional degree,,,,,,Did not serve,,
Carson,Julia,,,,07/08/1938,12/15/2007,F,U.S. Representative,Democrat,IN,7,01/03/2001,12/15/2007,Baptist,African American,Bachelor's degree,Business or banking,Congressional Aide,Misc.,,,Did not serve,,
Carter,John,,,,11/06/1941,,M,U.S. Representative,Republican,TX,31,01/03/2003,01/03/2019,Lutheran,White,Professional degree,Law,,,,,Did not serve,,
Case,Edward,E.,,Ed,09/27/1952,,M,U.S. Representative,Democrat,HI,2,01/03/2003,01/03/2007,Not specified,White,Professional degree,Congressional Aide,,,,,Did not serve,,
Castle,Michael,N.,,,07/02/1939,,M,U.S. Representative,Republican,DE,AL,01/05/1993,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Chabot,Steve,,,,01/22/1953,,M,U.S. Representative,Republican,OH,1,01/04/1995,01/05/2009,Roman Catholic,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,
Chafee,Lincoln,Davenport,,Linc,03/26/1953,,M,U.S. Senator,Republican,RI,,11/04/1999,01/03/2007,Episcopalian,White,Bachelor's degree,Misc.,,,,,Did not serve,,
Chambliss,Saxby,,,,11/10/1943,,M,U.S. Senator,Republican,GA,,01/03/2003,01/03/2015,Episcopalian,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Chandler,A.,Ben,,Ben,09/12/1959,,M,U.S. Representative,Democrat,KY,6,02/17/2004,01/03/2013,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Cheney,Richard,B.,,,01/30/1941,,M,U.S. Vice President,Republican,,,01/20/2001,01/20/2009,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,
Chocola,Chris,,,,02/24/1962,,M,U.S. Representative,Republican,IN,2,01/03/2003,01/03/2007,Not specified,White,Professional degree,Business or banking,,,,,Did not serve,,
Clay,William,Lacy,Jr.,,07/27/1956,,M,U.S. Representative,Democrat,MO,1,01/03/2001,01/03/2019,Roman Catholic,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Clinton,Hillary,Rodham,,,10/26/1947,,F,U.S. Senator,Democrat,NY,,01/03/2001,01/21/2009,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Clyburn,James,E.,,,07/21/1940,,M,U.S. Representative,Democrat,SC,6,01/05/1993,01/03/2019,African Methodist Episcopalian,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Coble,Howard,,,,03/18/1931,11/03/2015,M,U.S. Representative,Republican,NC,6,01/03/1985,01/03/2015,Presbyterian,White,Professional degree,Business or banking,Law,,,,Coast Guard,Reserve,Reserve
Cochran,William,Thad,,Thad,12/07/1937,,M,U.S. Senator,Republican,MS,,01/03/1979,04/01/2018,Baptist,White,Professional degree,Law,,,,,Navy,,
Cole,Thomas,J.,,Tom,04/28/1949,,M,U.S. Representative,Republican,OK,4,01/03/2003,01/03/2019,Methodist,Native American,Doctorate degree,Education,,,,,Did not serve,,
Coleman,Norman,,Jr.,,08/17/1949,,M,U.S. Senator,Republican,MN,,01/03/2003,01/05/2009,Jewish,White,Professional degree,Construction/building trades,Law,,,,Did not serve,,
Collins,Michael,Allen,,Mac,10/15/1944,,M,U.S. Representative,Republican,GA,8,01/03/2001,01/03/2005,Methodist,White,High School graduate,Business or banking,,,,,National Guard,,
Collins,Susan,Margaret,,,12/07/1952,,F,U.S. Senator,Republican,ME,,01/07/1997,01/03/2021,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,Public service/politics,,,Did not serve,,
Combest,Larry,Ed,,,03/20/1945,,M,U.S. Representative,Republican,TX,19,01/03/1985,06/05/2003,Methodist,White,Bachelor's degree,Agriculture,Business or banking,Congressional Aide,Education,,Did not serve,,
Conrad,Kent,,,,05/12/1948,,M,U.S. Senator,Democrat,ND,,01/06/1987,01/03/2013,Unitarian,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Conyers,John,,Jr.,,05/16/1929,,M,U.S. Representative,Democrat,MI,14,01/05/1993,01/03/2013,Baptist,African American,Bachelor's degree,Law,Public service/politics,,,,Army,National Guard,Reserve
Cooper,James,Hayes Shofner,,Jim,06/19/1954,,M,U.S. Representative,Democrat,TN,5,01/03/2003,01/03/2019,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Cornyn,John,,,,02/02/1952,,M,U.S. Senator,Republican,TX,,12/02/2002,01/03/2021,Church of Christ,White,Professional degree,Law,,,,,Did not serve,,
Corzine,Jon,Stevens,,,01/01/1947,,M,U.S. Senator,Democrat,NJ,,01/03/2001,01/02/2007,Methodist,White,Master's degree,,,,,,Did not serve,,
Costello,Jerry,F.,,,09/25/1949,,M,U.S. Representative,Democrat,IL,12,01/04/1993,01/03/2013,Roman Catholic,White,Master's degree,Law Enforcement,,,,,Did not serve,,
Cox,Charles,Christopher,,Chris,10/16/1952,,M,U.S. Representative,Republican,CA,48,01/03/2003,08/02/2005,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,
Craig,Larry,E.,,,07/20/1945,,M,U.S. Senator,Republican,ID,,01/03/1991,01/02/2009,Methodist,White,Bachelor's degree,Agriculture,Real Estate,,,,National Guard,,
Cramer,Robert,E.,,Bud,08/22/1947,,M,U.S. Representative,Democrat,AL,5,01/03/1991,01/05/2009,Methodist,White,Bachelor's degree,Education,Law,,,,Army,Reserve,Reserve
Crapo,Michael,D.,,,05/20/1951,,M,U.S. Senator,Republican,ID,,01/03/1999,01/03/2023,Mormon,White,Professional degree,Law,,,,,Did not serve,,
Crenshaw,Ander,,,,11/01/1944,,M,U.S. Representative,Republican,FL,4,01/03/2001,01/03/2017,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,
Crowley,Joseph,,,,03/16/1962,,M,U.S. Representative,Democrat,NY,7,01/03/1999,01/03/2013,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Cubin,Barbara,,,,11/30/1946,,F,U.S. Representative,Republican,WY,AL,01/04/1995,01/05/2009,Episcopalian,White,Bachelor's degree,Medicine,Real Estate,,,,Did not serve,,
Culberson,John,,,,08/24/1956,,M,U.S. Representative,Republican,TX,7,01/03/2001,01/03/2019,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Cummings,Elijah,E.,,,01/18/1951,,M,U.S. Representative,Democrat,MD,7,04/16/1996,01/03/2019,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
Cunningham,Randy,,,Duke,12/08/1941,,M,U.S. Representative,Republican,CA,50,01/03/2003,12/01/2005,Baptist,White,Professional degree,Business or banking,Military,,,,Navy,,
Daschle,Thomas,Andrew,,,12/09/1947,,M,U.S. Senator,Democrat,SD,,01/06/1987,01/03/2005,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Air Force,,
Davis,Artur,,,,04/09/1967,,M,U.S. Representative,Democrat,AL,7,01/03/2003,01/03/2011,Not specified,African American,Professional degree,Journalism,Law,,,,Did not serve,,
Davis,Danny,K.,,,09/06/1941,,M,U.S. Representative,Democrat,IL,7,01/07/1997,01/03/2019,Baptist,African American,Doctorate degree,Education,Medicine,Public service/politics,,,Did not serve,,
Davis,Jim,,,,10/11/1957,,M,U.S. Representative,Democrat,FL,11,01/07/1997,01/03/2007,Episcopalian,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
Davis,Jo Ann,S.,,,06/29/1950,10/06/2007,F,U.S. Representative,Republican,VA,1,01/03/2001,01/05/2009,Assembly of God,White,High School graduate,,,,,,Did not serve,,
Davis,Lincoln,E,,,09/13/1943,,M,U.S. Representative,Democrat,TN,4,01/03/2003,01/03/2011,Baptist,White,Bachelor's degree,Business or banking,Construction/building trades,Engineering,,,Did not serve,,
Davis,Susan,A.,,,04/13/1944,,F,U.S. Representative,Democrat,CA,53,01/03/2003,01/03/2019,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Davis,Thomas,M.,III,,01/05/1949,,M,U.S. Representative,Republican,VA,11,01/04/1995,01/05/2009,Christian Scientist,White,Professional degree,Business or banking,Law,Public service/politics,,,National Guard,,
Dayton,Mark,,,,01/26/1947,,M,U.S. Senator,Democrat,MN,,01/03/2001,01/02/2007,Presbyterian,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Deal,John,Nathan,,Nathan,08/25/1942,,M,U.S. Representative,Republican,GA,10,01/03/2001,01/03/2007,Baptist,White,Professional degree,Law,,,,,Army,,
DeFazio,Peter,A.,,,05/27/1947,,M,U.S. Representative,Democrat,OR,4,01/06/1987,01/03/2019,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Air Force,,
DeGette,Diana,,,,07/29/1957,,F,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Delahunt,William,D.,,Bill,07/18/1941,,M,U.S. Representative,Democrat,MA,10,01/07/1997,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Coast Guard,,
DeLauro,Rosa,L.,,,03/02/1943,,F,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2019,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,
DeLay,Thomas,D.,,Tom,04/08/1947,,M,U.S. Representative,Republican,TX,22,01/03/1985,06/09/2006,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
DeMint,James,W,,,09/02/1951,,M,U.S. Representative,Republican,SC,4,01/03/1999,01/03/2005,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,
Deutsch,Peter,,,,04/01/1957,,M,U.S. Representative,Democrat,FL,20,01/05/1993,01/03/2005,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
DeWine,Michael,,,,01/05/1947,,M,U.S. Senator,Republican,OH,,01/04/1995,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Diaz-Balart,Lincoln,,,,08/13/1954,,M,U.S. Representative,Republican,FL,21,01/05/1993,01/03/2011,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,
Diaz-Balart,Mario,,,,09/25/1961,,M,U.S. Representative,Republican,FL,25,01/03/2003,01/03/2011,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,
Dicks,Norman,DeValois,,,12/16/1940,,M,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Dingell,John,David,Jr.,,07/08/1926,,M,U.S. Representative,Democrat,MI,15,01/03/2003,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dodd,Christopher,J.,,,05/27/1944,,M,U.S. Senator,Democrat,CT,,01/05/1981,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,
Doggett,Lloyd,,,,10/06/1946,,M,U.S. Representative,Democrat,TX,10,01/04/1995,01/03/2005,Methodist,White,Master's degree,Education,Law,Public service/politics,,,Did not serve,,
Dole,Elizabeth,Hanford,,Liddy,07/29/1936,,F,U.S. Senator,Republican,NC,,01/03/2003,01/05/2009,Methodist,White,Professional degree,Law,Medicine,,,,Did not serve,,
Domenici,Pete,Vichi,,,05/07/1932,09/13/2017,M,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Dooley,Calvin,M.,,Cal,01/11/1954,,M,U.S. Representative,Democrat,CA,20,01/05/1993,01/02/2005,Methodist,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,
Doolittle,John,T.,,,10/30/1950,,M,U.S. Representative,Republican,CA,4,01/05/1993,01/05/2009,Mormon,White,Professional degree,Public service/politics,,,,,Did not serve,,
Dorgan,Byron,Leslie,,,05/14/1942,,M,U.S. Senator,Democrat,ND,,01/05/1993,01/03/2011,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,
Doyle,Michael,F.,,Mike,08/05/1953,,M,U.S. Representative,Democrat,PA,14,01/03/2003,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Dreier,David,T.,,,07/05/1952,,M,U.S. Representative,Republican,CA,26,01/03/2003,01/03/2013,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,
